station_Borgo Valsugana,station_Parco S. Chiara,station_Rovereto,elevation,day,cos_week_day,sin_week_day,temperature,precipitation,PM2.5_1,PM2.5_2,PM2.5_diff_1,NO2_1,power_area_50_1,target
1,0,0,410,19,0.6234898018587336,0.7818314824680297,7.689130434782609,0.0,13.521739130434783,12.904761904761905,0.616977225672878,23.782608695652176,37.62208137528542,14.73913043478261
1,0,0,410,20,-0.22252093395631434,0.9749279121818236,7.128260869565217,0.20434782608695654,14.73913043478261,13.521739130434783,1.2173913043478262,32.04347826086956,39.953714691997156,11.11111111111111
1,0,0,410,21,-0.900968867902419,0.43388373911755823,8.009782608695652,0.04130434782608696,11.11111111111111,14.73913043478261,-3.6280193236714986,31.0,39.95596297940617,7.608695652173913
1,0,0,410,22,-0.9009688679024191,-0.433883739117558,4.6706521739130435,0.10652173913043479,7.608695652173913,11.11111111111111,-3.5024154589371976,18.695652173913043,41.17396356933174,11.8
1,0,0,410,23,-0.2225209339563146,-0.9749279121818235,3.2271739130434782,0.02391304347826087,11.8,7.608695652173913,4.191304347826088,32.78260869565217,38.18277598412425,19.652173913043477
1,0,0,410,24,0.6234898018587334,-0.7818314824680299,2.48804347826087,0.1565217391304348,19.652173913043477,11.8,7.852173913043476,34.82608695652174,23.273428782798156,15.045454545454545
1,0,0,410,25,1.0,0.0,5.28695652173913,0.03695652173913044,15.045454545454545,19.652173913043477,-4.606719367588932,22.52173913043478,18.806151071958908,5.565217391304348
1,0,0,410,26,0.6234898018587336,0.7818314824680297,3.6934782608695653,0.0,5.565217391304348,15.045454545454545,-9.480237154150197,26.956521739130434,38.17054426566548,7.130434782608695
1,0,0,410,27,-0.22252093395631434,0.9749279121818236,2.235869565217391,0.0,7.130434782608695,5.565217391304348,1.5652173913043477,22.35,39.07011983555663,11.608695652173912
1,0,0,410,28,-0.900968867902419,0.43388373911755823,0.7771739130434783,0.0,11.608695652173912,7.130434782608695,4.478260869565217,40.869565217391305,39.98131040053226,25.0
1,0,0,410,29,-0.9009688679024191,-0.433883739117558,-1.1217391304347826,0.0,25.0,11.608695652173912,13.391304347826088,45.30434782608695,40.81021783306116,27.304347826086957
1,0,0,410,30,-0.2225209339563146,-0.9749279121818235,-0.558695652173913,0.0,27.304347826086957,25.0,2.304347826086957,45.08695652173913,38.59333037316212,34.391304347826086
1,0,0,410,31,0.6234898018587334,-0.7818314824680299,0.7608695652173914,0.0,34.391304347826086,27.304347826086957,7.086956521739129,44.08695652173913,23.31383661373376,23.391304347826086
1,0,0,410,32,1.0,0.0,0.02499999999999996,0.0,23.391304347826086,34.391304347826086,-11.0,36.91304347826087,19.286925457367467,28.52173913043478
1,0,0,410,33,0.6234898018587336,0.7818314824680297,0.5630434782608695,0.0,28.52173913043478,23.391304347826086,5.130434782608695,53.08695652173913,39.49497980787761,26.434782608695652
1,0,0,410,34,-0.22252093395631434,0.9749279121818236,0.4054347826086957,0.0,26.434782608695652,28.52173913043478,-2.086956521739129,52.69565217391305,41.40684853879599,27.08695652173913
1,0,0,410,35,-0.900968867902419,0.43388373911755823,1.1,0.0,27.08695652173913,26.434782608695652,0.6521739130434767,59.82608695652174,42.40825966122472,29.217391304347824
1,0,0,410,36,-0.9009688679024191,-0.433883739117558,1.3456521739130434,0.0,29.217391304347824,27.08695652173913,2.1304347826086953,53.869565217391305,41.17311296683275,20.26086956521739
1,0,0,410,37,-0.2225209339563146,-0.9749279121818235,4.192391304347826,0.0,20.26086956521739,29.217391304347824,-8.956521739130434,42.69565217391305,40.95974831849329,19.17391304347826
1,0,0,410,38,0.6234898018587334,-0.7818314824680299,3.7054347826086955,0.0,19.17391304347826,20.26086956521739,-1.086956521739129,42.0,25.643524357531504,28.91304347826087
1,0,0,410,39,1.0,0.0,-1.0543478260869565,0.0,28.91304347826087,19.17391304347826,9.73913043478261,42.391304347826086,20.054605327823616,31.428571428571427
1,0,0,410,40,0.6234898018587336,0.7818314824680297,-0.5619047619047619,0.0,31.428571428571427,28.91304347826087,2.515527950310556,50.1,40.56319479293805,34.130434782608695
1,0,0,410,41,-0.22252093395631434,0.9749279121818236,2.1293478260869567,0.0,34.130434782608695,31.428571428571427,2.7018633540372683,53.69565217391305,41.50971689468782,32.130434782608695
1,0,0,410,42,-0.900968867902419,0.43388373911755823,1.55,0.0,32.130434782608695,34.130434782608695,-2.0,49.0,42.08876689076613,31.47826086956522
1,0,0,410,43,-0.9009688679024191,-0.433883739117558,1.075,0.0,31.47826086956522,32.130434782608695,-0.6521739130434767,46.21739130434783,40.34711216615224,27.73913043478261
1,0,0,410,44,-0.2225209339563146,-0.9749279121818235,1.157608695652174,0.0,27.73913043478261,31.47826086956522,-3.7391304347826093,49.69565217391305,40.60463067231553,28.304347826086957
1,0,0,410,45,0.6234898018587334,-0.7818314824680299,1.091304347826087,0.0,28.304347826086957,27.73913043478261,0.5652173913043477,43.78260869565217,23.24535861616113,28.91304347826087
1,0,0,410,46,1.0,0.0,2.4619565217391304,0.0,28.91304347826087,28.304347826086957,0.608695652173914,42.91304347826087,20.657307941956976,27.91304347826087
1,0,0,410,47,0.6234898018587336,0.7818314824680297,1.0695652173913044,0.0,27.91304347826087,28.91304347826087,-1.0,54.78260869565217,39.49552991907836,31.347826086956523
1,0,0,410,48,-0.22252093395631434,0.9749279121818236,0.5608695652173913,0.0,31.347826086956523,27.91304347826087,3.4347826086956523,53.608695652173914,40.84083310815513,33.82608695652174
1,0,0,410,49,-0.900968867902419,0.43388373911755823,-0.03586956521739129,0.0,33.82608695652174,31.347826086956523,2.4782608695652186,54.47826086956522,28.21327840078607,44.65217391304348
1,0,0,410,50,-0.9009688679024191,-0.433883739117558,-0.6032608695652174,0.0,44.65217391304348,33.82608695652174,10.826086956521735,52.73913043478261,38.931187522497986,46.47826086956522
1,0,0,410,51,-0.2225209339563146,-0.9749279121818235,2.3347826086956522,0.0,46.47826086956522,44.65217391304348,1.826086956521742,50.869565217391305,28.961274545601533,48.130434782608695
1,0,0,410,52,0.6234898018587334,-0.7818314824680299,4.2423913043478265,0.0,48.130434782608695,46.47826086956522,1.6521739130434767,36.08695652173913,26.77084744534785,48.21739130434783
1,0,0,410,53,1.0,0.0,4.511956521739131,0.002173913043478261,48.21739130434783,48.130434782608695,0.0869565217391326,28.652173913043477,23.45422081972269,46.130434782608695
1,0,0,410,54,0.6234898018587336,0.7818314824680297,5.885869565217392,0.0,46.130434782608695,48.21739130434783,-2.0869565217391326,32.69565217391305,30.151842446513484,37.130434782608695
1,0,0,410,55,-0.22252093395631434,0.9749279121818236,5.632608695652174,0.017391304347826087,37.130434782608695,46.130434782608695,-9.0,30.82608695652174,25.757481986115394,15.434782608695652
1,0,0,410,56,-0.900968867902419,0.43388373911755823,6.566304347826088,0.23695652173913045,15.434782608695652,37.130434782608695,-21.695652173913043,22.043478260869566,22.00605210569486,6.421052631578948
1,0,0,410,57,-0.9009688679024191,-0.433883739117558,4.967391304347826,0.8826086956521739,6.421052631578948,15.434782608695652,-9.013729977116704,19.695652173913043,22.50453501027771,18.08695652173913
1,0,0,410,58,-0.2225209339563146,-0.9749279121818235,3.365217391304348,0.0,18.08695652173913,6.421052631578948,11.66590389016018,36.17391304347826,25.497939969442033,23.869565217391305
1,0,0,410,59,0.6234898018587334,-0.7818314824680299,1.0847826086956522,0.0,23.869565217391305,18.08695652173913,5.782608695652176,25.434782608695652,24.612335702877953,18.217391304347824
1,0,0,410,60,1.0,0.0,4.818478260869566,0.021739130434782608,18.217391304347824,23.869565217391305,-5.65217391304348,27.608695652173914,22.838946335287286,16.26086956521739
1,0,0,410,61,0.6234898018587336,0.7818314824680297,1.7206521739130434,0.0,16.26086956521739,18.217391304347824,-1.9565217391304337,37.0,25.40367412833717,17.391304347826086
0,1,0,312,3,0.6234898018587334,-0.7818314824680299,12.918478260869565,0.002173913043478261,23.17391304347826,17.652173913043477,5.521739130434785,33.26086956521739,104.62526583486151,10.6
0,1,0,312,4,1.0,0.0,13.489855072463767,0.07608695652173914,10.6,23.17391304347826,-12.573913043478262,24.08695652173913,98.59061548186564,5.545454545454546
0,1,0,312,5,0.6234898018587336,0.7818314824680297,8.159782608695652,0.06304347826086956,5.545454545454546,10.6,-5.054545454545454,33.5,125.8967563992483,9.608695652173912
0,1,0,312,6,-0.22252093395631434,0.9749279121818236,10.460869565217392,0.0,9.608695652173912,5.545454545454546,4.063241106719366,37.34782608695652,124.36313389492715,9.130434782608695
0,1,0,312,7,-0.900968867902419,0.43388373911755823,10.741304347826087,0.0,9.130434782608695,9.608695652173912,-0.47826086956521685,35.391304347826086,123.34982981912391,12.782608695652174
0,1,0,312,8,-0.9009688679024191,-0.433883739117558,10.123913043478261,0.0,12.782608695652174,9.130434782608695,3.6521739130434785,37.869565217391305,123.41302603596843,14.826086956521738
0,1,0,312,9,-0.2225209339563146,-0.9749279121818235,10.32717391304348,0.004347826086956522,14.826086956521738,12.782608695652174,2.0434782608695645,34.43478260869565,126.04493630653072,12.043478260869565
0,1,0,312,10,0.6234898018587334,-0.7818314824680299,9.610869565217392,0.3239130434782609,12.043478260869565,14.826086956521738,-2.782608695652174,31.47826086956522,110.79495001747765,4.304347826086956
0,1,0,312,11,1.0,0.0,7.186956521739131,0.002173913043478261,4.304347826086956,12.043478260869565,-7.739130434782608,22.434782608695652,100.59098403797933,1.9130434782608696
0,1,0,312,12,0.6234898018587336,0.7818314824680297,11.995652173913042,0.0,1.9130434782608696,4.304347826086956,-2.3913043478260865,8.347826086956522,127.5878571231391,12.181818181818182
0,1,0,312,13,-0.22252093395631434,0.9749279121818236,9.255434782608695,0.0,12.181818181818182,1.9130434782608696,10.268774703557312,43.04347826086956,125.83614119656436,18.217391304347824
0,1,0,312,14,-0.900968867902419,0.43388373911755823,9.892391304347827,0.0,18.217391304347824,12.181818181818182,6.035573122529643,51.95652173913044,126.2736825378811,17.91304347826087
0,1,0,312,15,-0.9009688679024191,-0.433883739117558,8.16304347826087,0.12608695652173912,17.91304347826087,18.217391304347824,-0.30434782608695343,43.56521739130435,128.2365166643277,5.705882352941177
0,1,0,312,16,-0.2225209339563146,-0.9749279121818235,6.4913043478260875,0.1,5.705882352941177,17.91304347826087,-12.207161125319693,35.26086956521739,130.06129579266874,10.956521739130435
0,1,0,312,17,0.6234898018587334,-0.7818314824680299,7.7945652173913045,0.0,10.956521739130435,5.705882352941177,5.250639386189259,30.304347826086957,106.92578559463749,8.869565217391305
0,1,0,312,18,1.0,0.0,8.418478260869565,0.0,8.869565217391305,10.956521739130435,-2.086956521739131,27.52173913043478,99.89789136727167,11.217391304347826
0,1,0,312,19,0.6234898018587336,0.7818314824680297,7.951086956521739,0.0,11.217391304347826,8.869565217391305,2.3478260869565215,32.43478260869565,128.3581252802844,15.695652173913043
0,1,0,312,20,-0.22252093395631434,0.9749279121818236,7.440217391304348,0.09782608695652174,15.695652173913043,11.217391304347826,4.478260869565217,35.17391304347826,132.0782905531385,9.565217391304348
0,1,0,312,21,-0.900968867902419,0.43388373911755823,8.255434782608695,0.09565217391304348,9.565217391304348,15.695652173913043,-6.130434782608695,40.30434782608695,127.96864910609747,5.2
0,1,0,312,22,-0.9009688679024191,-0.433883739117558,5.517045454545454,0.17500000000000002,5.2,9.565217391304348,-4.3652173913043475,40.95,131.61360921829274,9.130434782608695
0,1,0,312,23,-0.2225209339563146,-0.9749279121818235,3.417391304347826,0.04565217391304348,9.130434782608695,5.2,3.930434782608695,48.608695652173914,130.00600305691378,7.260869565217392
0,1,0,312,24,0.6234898018587334,-0.7818314824680299,5.1510869565217385,0.0,7.260869565217392,9.130434782608695,-1.8695652173913038,26.608695652173914,113.37175168968764,14.3125
0,1,0,312,25,1.0,0.0,8.291304347826086,0.0,14.3125,7.260869565217392,7.051630434782608,38.869565217391305,102.60853522601988,1.1428571428571428
0,1,0,312,26,0.6234898018587336,0.7818314824680297,6.715217391304347,0.0,1.1428571428571428,14.3125,-13.169642857142858,27.17391304347826,127.60979283432249,0.9565217391304348
0,1,0,312,27,-0.22252093395631434,0.9749279121818236,4.096739130434782,0.0,0.9565217391304348,1.1428571428571428,-0.18633540372670798,14.608695652173912,131.1467363179791,9.043478260869565
0,1,0,312,28,-0.900968867902419,0.43388373911755823,2.11304347826087,0.0,9.043478260869565,0.9565217391304348,8.086956521739129,43.04347826086956,134.55415568929854,21.82608695652174
0,1,0,312,29,-0.9009688679024191,-0.433883739117558,0.9967391304347825,0.0,21.82608695652174,9.043478260869565,12.782608695652174,62.47826086956522,133.68403544030048,23.652173913043477
0,1,0,312,30,-0.2225209339563146,-0.9749279121818235,1.7141304347826085,0.0,23.652173913043477,21.82608695652174,1.8260869565217384,65.47826086956522,132.50999102292894,30.08695652173913
0,1,0,312,31,0.6234898018587334,-0.7818314824680299,2.3380434782608694,0.0,30.08695652173913,23.652173913043477,6.434782608695652,67.6086956521739,118.13843733060635,12.695652173913043
0,1,0,312,32,1.0,0.0,3.067391304347826,0.0,12.695652173913043,30.08695652173913,-17.391304347826086,44.391304347826086,108.42944012669686,15.347826086956522
0,1,0,312,33,0.6234898018587336,0.7818314824680297,3.9989130434782605,0.0,15.347826086956522,12.695652173913043,2.6521739130434785,63.869565217391305,133.53478329505353,24.043478260869566
0,1,0,312,34,-0.22252093395631434,0.9749279121818236,3.41195652173913,0.0,24.043478260869566,15.347826086956522,8.695652173913045,75.2,135.20114368726792,22.608695652173914
0,1,0,312,35,-0.900968867902419,0.43388373911755823,3.65,0.0,22.608695652173914,24.043478260869566,-1.4347826086956523,71.65217391304348,136.18569682752042,22.695652173913043
0,1,0,312,36,-0.9009688679024191,-0.433883739117558,5.05,0.0,22.695652173913043,22.608695652173914,0.08695652173912904,78.8695652173913,130.24229731208186,23.043478260869566
0,1,0,312,37,-0.2225209339563146,-0.9749279121818235,4.480434782608696,0.0,23.043478260869566,22.695652173913043,0.3478260869565233,80.91304347826087,133.35042849285435,18.304347826086957
0,1,0,312,38,0.6234898018587334,-0.7818314824680299,6.108695652173913,0.0,18.304347826086957,23.043478260869566,-4.739130434782609,92.1304347826087,118.35496724481138,17.130434782608695
0,1,0,312,39,1.0,0.0,2.7902173913043478,0.0,17.130434782608695,18.304347826086957,-1.1739130434782616,62.869565217391305,109.70283612227372,24.17391304347826
0,1,0,312,40,0.6234898018587336,0.7818314824680297,1.3478260869565217,0.0,24.17391304347826,17.130434782608695,7.043478260869566,73.8695652173913,137.17162909582575,28.47826086956522
0,1,0,312,41,-0.22252093395631434,0.9749279121818236,4.978260869565218,0.0,28.47826086956522,24.17391304347826,4.304347826086957,84.6086956521739,134.76112927382334,28.217391304347824
0,1,0,312,42,-0.900968867902419,0.43388373911755823,4.1695652173913045,0.0,28.217391304347824,28.47826086956522,-0.26086956521739424,76.26086956521739,135.55548228244862,26.043478260869566
0,1,0,312,43,-0.9009688679024191,-0.433883739117558,3.5043478260869563,0.0,26.043478260869566,28.217391304347824,-2.173913043478258,71.47826086956522,134.8607064118684,27.0
0,1,0,312,44,-0.2225209339563146,-0.9749279121818235,3.865217391304348,0.0,27.0,26.043478260869566,0.9565217391304337,73.75,134.82103177485322,23.217391304347824
0,1,0,312,45,0.6234898018587334,-0.7818314824680299,3.8282608695652174,0.0,23.217391304347824,27.0,-3.7826086956521756,69.21739130434783,118.49530669090633,14.869565217391305
0,1,0,312,46,1.0,0.0,5.981521739130436,0.0,14.869565217391305,23.217391304347824,-8.34782608695652,61.17391304347826,107.16377390554129,20.695652173913043
0,1,0,312,47,0.6234898018587336,0.7818314824680297,3.792391304347826,0.0,20.695652173913043,14.869565217391305,5.826086956521738,75.52173913043478,111.19148402642747,26.82608695652174
0,1,0,312,48,-0.22252093395631434,0.9749279121818236,3.654347826086956,0.0,26.82608695652174,20.695652173913043,6.130434782608695,75.3913043478261,136.62984117465928,23.73913043478261
0,1,0,312,49,-0.900968867902419,0.43388373911755823,2.7130434782608694,0.0,23.73913043478261,26.82608695652174,-3.086956521739129,76.17391304347827,136.6131149298956,30.217391304347824
0,1,0,312,50,-0.9009688679024191,-0.433883739117558,0.06521739130434782,0.004347826086956522,30.217391304347824,23.73913043478261,6.478260869565215,78.43478260869566,140.23280481501487,36.78260869565217
0,1,0,312,51,-0.2225209339563146,-0.9749279121818235,1.908695652173913,0.02391304347826087,36.78260869565217,30.217391304347824,6.565217391304348,77.0,138.2581952084709,49.82608695652174
0,1,0,312,52,0.6234898018587334,-0.7818314824680299,4.452173913043478,0.0,49.82608695652174,36.78260869565217,13.04347826086957,83.65217391304348,115.83107057175285,47.82608695652174
0,1,0,312,53,1.0,0.0,5.265217391304348,0.0,47.82608695652174,49.82608695652174,-2.0,68.8695652173913,108.56400500637373,38.08695652173913
0,1,0,312,54,0.6234898018587336,0.7818314824680297,6.060869565217391,0.0,38.08695652173913,47.82608695652174,-9.73913043478261,60.130434782608695,125.81945718251363,32.56521739130435
0,1,0,312,55,-0.22252093395631434,0.9749279121818236,6.9195652173913045,0.017391304347826087,32.56521739130435,38.08695652173913,-5.521739130434781,55.21739130434783,120.68072881592818,8.565217391304348
0,1,0,312,56,-0.900968867902419,0.43388373911755823,8.334782608695651,0.24782608695652175,8.565217391304348,32.56521739130435,-24.000000000000004,42.91304347826087,98.89234837960906,2.9411764705882355
0,1,0,312,57,-0.9009688679024191,-0.433883739117558,3.566304347826087,0.691304347826087,2.9411764705882355,8.565217391304348,-5.624040920716112,28.391304347826086,103.85066423193597,11.26086956521739
0,1,0,312,58,-0.2225209339563146,-0.9749279121818235,6.060869565217391,0.0,11.26086956521739,2.9411764705882355,8.319693094629155,45.608695652173914,115.55979300042527,19.130434782608695
0,1,0,312,59,0.6234898018587334,-0.7818314824680299,3.115217391304348,0.002173913043478261,19.130434782608695,11.26086956521739,7.869565217391305,49.0,109.44496469312845,17.565217391304348
0,1,0,312,60,1.0,0.0,4.266304347826087,0.1,17.565217391304348,19.130434782608695,-1.5652173913043477,43.73913043478261,104.35730099953163,10.0
0,1,0,312,61,0.6234898018587336,0.7818314824680297,3.7467391304347823,0.0,10.0,17.565217391304348,-7.565217391304348,47.869565217391305,118.48854967094894,13.956521739130435
0,0,1,203,3,0.6234898018587334,-0.7818314824680299,13.384782608695653,0.004347826086956522,25.73913043478261,17.82608695652174,7.913043478260871,30.17391304347826,62.683298686061555,14.217391304347826
0,0,1,203,4,1.0,0.0,14.197826086956523,0.09565217391304348,14.217391304347826,25.73913043478261,-11.521739130434783,24.47826086956522,59.029711157431464,5.9
0,0,1,203,5,0.6234898018587336,0.7818314824680297,9.518478260869566,0.06521739130434782,5.9,14.217391304347826,-8.317391304347826,29.304347826086957,82.84114316431382,8.5
0,0,1,203,6,-0.22252093395631434,0.9749279121818236,11.057608695652174,0.0,8.5,5.9,2.5999999999999996,29.652173913043477,86.31415382174283,7.6521739130434785
0,0,1,203,7,-0.900968867902419,0.43388373911755823,11.018478260869566,0.0,7.6521739130434785,8.5,-0.8478260869565215,25.217391304347824,83.38253277019484,10.173913043478262
0,0,1,203,8,-0.9009688679024191,-0.433883739117558,11.056521739130435,0.0,10.173913043478262,7.6521739130434785,2.521739130434783,27.347826086956523,85.28253152014223,15.782608695652174
0,0,1,203,9,-0.2225209339563146,-0.9749279121818235,11.514130434782608,0.02608695652173913,15.782608695652174,10.173913043478262,5.608695652173912,31.0,80.9767805439803,10.956521739130435
0,0,1,203,10,0.6234898018587334,-0.7818314824680299,10.804347826086957,0.3,10.956521739130435,15.782608695652174,-4.826086956521738,23.19047619047619,69.63319084555805,4.086956521739131
0,0,1,203,11,1.0,0.0,8.238043478260868,0.0,4.086956521739131,10.956521739130435,-6.869565217391305,16.26086956521739,60.57817551518578,1.2173913043478262
0,0,1,203,12,0.6234898018587336,0.7818314824680297,12.704347826086956,0.0,1.2173913043478262,4.086956521739131,-2.8695652173913047,10.695652173913043,75.16044492558203,8.0
0,0,1,203,13,-0.22252093395631434,0.9749279121818236,10.091304347826087,0.0,8.0,1.2173913043478262,6.782608695652174,32.34782608695652,75.18497015710791,16.869565217391305
0,0,1,203,14,-0.900968867902419,0.43388373911755823,9.925,0.0,16.869565217391305,8.0,8.869565217391305,41.391304347826086,73.91892126472108,19.652173913043477
0,0,1,203,15,-0.9009688679024191,-0.433883739117558,9.158695652173913,0.08043478260869565,19.652173913043477,16.869565217391305,2.782608695652172,42.56521739130435,75.34455292533099,4.869565217391305
0,0,1,203,16,-0.2225209339563146,-0.9749279121818235,8.079347826086956,0.021739130434782608,4.869565217391305,19.652173913043477,-14.782608695652172,25.434782608695652,73.90484137790577,8.3
0,0,1,203,17,0.6234898018587334,-0.7818314824680299,8.666304347826086,0.0,8.3,4.869565217391305,3.430434782608696,27.956521739130434,67.92187130161132,7.913043478260869
0,0,1,203,18,1.0,0.0,9.5,0.0,7.913043478260869,8.3,-0.38695652173913153,17.043478260869566,61.52148709205683,9.722222222222221
0,0,1,203,19,0.6234898018587336,0.7818314824680297,8.818478260869565,0.0,9.722222222222221,7.913043478260869,1.8091787439613523,28.217391304347824,70.22227820532584,12.91304347826087
0,0,1,203,20,-0.22252093395631434,0.9749279121818236,8.809782608695652,0.058695652173913045,12.91304347826087,9.722222222222221,3.1908212560386477,30.217391304347824,73.53869001669625,10.0
0,0,1,203,21,-0.900968867902419,0.43388373911755823,9.130434782608695,0.1217391304347826,10.0,12.91304347826087,-2.913043478260869,37.26086956521739,71.21990849488438,6.217391304347826
0,0,1,203,22,-0.9009688679024191,-0.433883739117558,6.435869565217391,0.19999999999999998,6.217391304347826,10.0,-3.782608695652174,36.0,82.05856267057202,5.631578947368421
0,0,1,203,23,-0.2225209339563146,-0.9749279121818235,3.981521739130435,0.07608695652173914,5.631578947368421,6.217391304347826,-0.5858123569794049,33.08695652173913,79.99540913868277,6.357142857142857
0,0,1,203,24,0.6234898018587334,-0.7818314824680299,5.9913043478260875,0.06956521739130435,6.357142857142857,5.631578947368421,0.7255639097744355,30.434782608695652,74.9975376278421,13.217391304347826
0,0,1,203,25,1.0,0.0,7.3478260869565215,0.004347826086956522,13.217391304347826,6.357142857142857,6.860248447204969,33.17391304347826,66.50812981298724,2.5238095238095237
0,0,1,203,26,0.6234898018587336,0.7818314824680297,7.109782608695652,0.0,2.5238095238095237,13.217391304347826,-10.693581780538302,16.15,78.42550957482509,3.05
0,0,1,203,27,-0.22252093395631434,0.9749279121818236,5.001086956521739,0.0,3.05,2.5238095238095237,0.5261904761904761,13.217391304347826,82.16348776846203,5.25
0,0,1,203,28,-0.900968867902419,0.43388373911755823,2.91195652173913,0.0,5.25,3.05,2.2,28.652173913043477,84.70750513276606,18.304347826086957
0,0,1,203,29,-0.9009688679024191,-0.433883739117558,0.7510869565217391,0.0,18.304347826086957,5.25,13.054347826086957,50.43478260869565,83.30715215252584,19.82608695652174
0,0,1,203,30,-0.2225209339563146,-0.9749279121818235,1.5804347826086957,0.0,19.82608695652174,18.304347826086957,1.5217391304347814,52.56521739130435,80.17735288626888,35.21739130434783
0,0,1,203,31,0.6234898018587334,-0.7818314824680299,2.6858695652173914,0.0,35.21739130434783,19.82608695652174,15.39130434782609,64.34782608695652,72.2819673177756,11.73913043478261
0,0,1,203,32,1.0,0.0,2.1695652173913045,0.0,11.73913043478261,35.21739130434783,-23.47826086956522,32.130434782608695,68.29902175722518,10.91304347826087
0,0,1,203,33,0.6234898018587336,0.7818314824680297,3.9336956521739133,0.0,10.91304347826087,11.73913043478261,-0.8260869565217401,41.91304347826087,81.0115728854566,24.17391304347826
0,0,1,203,34,-0.22252093395631434,0.9749279121818236,1.8967391304347827,0.0,24.17391304347826,10.91304347826087,13.260869565217392,67.04347826086956,82.53227714285401,13.304347826086957
0,0,1,203,35,-0.900968867902419,0.43388373911755823,3.106521739130435,0.0,13.304347826086957,24.17391304347826,-10.869565217391305,46.17391304347826,82.97682322425156,17.17391304347826
0,0,1,203,36,-0.9009688679024191,-0.433883739117558,3.7619565217391306,0.0,17.17391304347826,13.304347826086957,3.8695652173913047,57.69565217391305,84.16003468868166,25.17391304347826
0,0,1,203,37,-0.2225209339563146,-0.9749279121818235,2.5565217391304347,0.0,25.17391304347826,17.17391304347826,8.0,68.14285714285714,78.79403281030197,20.47826086956522
0,0,1,203,38,0.6234898018587334,-0.7818314824680299,3.039130434782609,0.0,20.47826086956522,25.17391304347826,-4.695652173913043,82.69565217391305,68.55745659076842,20.7
0,0,1,203,39,1.0,0.0,1.1597826086956522,0.0,20.7,20.47826086956522,0.22173913043478066,66.91304347826087,69.4461758634138,22.0
0,0,1,203,40,0.6234898018587336,0.7818314824680297,1.7076086956521739,0.0,22.0,20.7,1.3000000000000007,66.82608695652173,75.55805257366048,28.217391304347824
0,0,1,203,41,-0.22252093395631434,0.9749279121818236,3.3902173913043474,0.0,28.217391304347824,22.0,6.217391304347824,75.04347826086956,71.82645977198456,28.73913043478261
