station_Borgo Valsugana,station_Monte Gaza,station_Parco S. Chiara,station_Piana Rotaliana,station_Riva del Garda,station_Rovereto,station_Via Bolzano,elevation,day,cos_week_day,sin_week_day,temperature,precipitation,PM10_1,PM10_2,PM10_diff_1,NO2_1,power_area_50_1,target
1,0,0,0,0,0,0,410,14,-0.900968867902419,0.43388373911755823,8.356521739130434,0.008695652173913044,34.91304347826087,22.142857142857142,12.770186335403725,35.0,37.65381077196358,27.681818181818183
1,0,0,0,0,0,0,410,15,-0.9009688679024191,-0.433883739117558,7.575,0.07608695652173914,27.681818181818183,34.91304347826087,-7.231225296442684,28.0,37.6949005019226,14.73913043478261
1,0,0,0,0,0,0,410,16,-0.2225209339563146,-0.9749279121818235,6.126086956521739,0.14347826086956522,14.73913043478261,27.681818181818183,-12.942687747035574,29.0,40.731174251503894,22.043478260869566
1,0,0,0,0,0,0,410,17,0.6234898018587334,-0.7818314824680299,6.939130434782609,0.0,22.043478260869566,14.73913043478261,7.304347826086957,22.782608695652176,21.003955442825657,17.47826086956522
1,0,0,0,0,0,0,410,18,1.0,0.0,8.08695652173913,0.0,17.47826086956522,22.043478260869566,-4.565217391304348,17.82608695652174,18.90811871094111,20.391304347826086
1,0,0,0,0,0,0,410,19,0.6234898018587336,0.7818314824680297,7.689130434782609,0.0,20.391304347826086,17.47826086956522,2.9130434782608674,23.782608695652176,37.62208137528542,27.782608695652176
1,0,0,0,0,0,0,410,20,-0.22252093395631434,0.9749279121818236,7.128260869565217,0.20434782608695654,27.782608695652176,20.391304347826086,7.39130434782609,32.04347826086956,39.953714691997156,17.391304347826086
1,0,0,0,0,0,0,410,21,-0.900968867902419,0.43388373911755823,8.009782608695652,0.04130434782608696,17.391304347826086,27.782608695652176,-10.39130434782609,31.0,39.95596297940617,9.869565217391305
1,0,0,0,0,0,0,410,22,-0.9009688679024191,-0.433883739117558,4.6706521739130435,0.10652173913043479,9.869565217391305,17.391304347826086,-7.521739130434781,18.695652173913043,41.17396356933174,13.695652173913043
1,0,0,0,0,0,0,410,23,-0.2225209339563146,-0.9749279121818235,3.2271739130434782,0.02391304347826087,13.695652173913043,9.869565217391305,3.8260869565217384,32.78260869565217,38.18277598412425,26.565217391304348
1,0,0,0,0,0,0,410,24,0.6234898018587334,-0.7818314824680299,2.48804347826087,0.1565217391304348,26.565217391304348,13.695652173913043,12.869565217391305,34.82608695652174,23.273428782798156,20.73913043478261
1,0,0,0,0,0,0,410,25,1.0,0.0,5.28695652173913,0.03695652173913044,20.73913043478261,26.565217391304348,-5.826086956521738,22.52173913043478,18.806151071958908,9.0
1,0,0,0,0,0,0,410,26,0.6234898018587336,0.7818314824680297,3.6934782608695653,0.0,9.0,20.73913043478261,-11.73913043478261,26.956521739130434,38.17054426566548,10.217391304347826
1,0,0,0,0,0,0,410,27,-0.22252093395631434,0.9749279121818236,2.235869565217391,0.0,10.217391304347826,9.0,1.2173913043478262,22.35,39.07011983555663,20.347826086956523
1,0,0,0,0,0,0,410,28,-0.900968867902419,0.43388373911755823,0.7771739130434783,0.0,20.347826086956523,10.217391304347826,10.130434782608697,40.869565217391305,39.98131040053226,39.69565217391305
1,0,0,0,0,0,0,410,29,-0.9009688679024191,-0.433883739117558,-1.1217391304347826,0.0,39.69565217391305,20.347826086956523,19.347826086956523,45.30434782608695,40.81021783306116,43.08695652173913
1,0,0,0,0,0,0,410,30,-0.2225209339563146,-0.9749279121818235,-0.558695652173913,0.0,43.08695652173913,39.69565217391305,3.391304347826086,45.08695652173913,38.59333037316212,51.52173913043478
1,0,0,0,0,0,0,410,31,0.6234898018587334,-0.7818314824680299,0.7608695652173914,0.0,51.52173913043478,43.08695652173913,8.434782608695649,44.08695652173913,23.31383661373376,36.34782608695652
1,0,0,0,0,0,0,410,32,1.0,0.0,0.02499999999999996,0.0,36.34782608695652,51.52173913043478,-15.173913043478258,36.91304347826087,19.286925457367467,45.391304347826086
1,0,0,0,0,0,0,410,33,0.6234898018587336,0.7818314824680297,0.5630434782608695,0.0,45.391304347826086,36.34782608695652,9.043478260869563,53.08695652173913,39.49497980787761,45.26086956521739
1,0,0,0,0,0,0,410,34,-0.22252093395631434,0.9749279121818236,0.4054347826086957,0.0,45.26086956521739,45.391304347826086,-0.13043478260869534,52.69565217391305,41.40684853879599,47.91304347826087
1,0,0,0,0,0,0,410,35,-0.900968867902419,0.43388373911755823,1.1,0.0,47.91304347826087,45.26086956521739,2.6521739130434767,59.82608695652174,42.40825966122472,52.17391304347826
1,0,0,0,0,0,0,410,36,-0.9009688679024191,-0.433883739117558,1.3456521739130434,0.0,52.17391304347826,47.91304347826087,4.260869565217391,53.869565217391305,41.17311296683275,33.08695652173913
1,0,0,0,0,0,0,410,37,-0.2225209339563146,-0.9749279121818235,4.192391304347826,0.0,33.08695652173913,52.17391304347826,-19.086956521739125,42.69565217391305,40.95974831849329,30.47826086956522
1,0,0,0,0,0,0,410,38,0.6234898018587334,-0.7818314824680299,3.7054347826086955,0.0,30.47826086956522,33.08695652173913,-2.608695652173914,42.0,25.643524357531504,42.78260869565217
1,0,0,0,0,0,0,410,39,1.0,0.0,-1.0543478260869565,0.0,42.78260869565217,30.47826086956522,12.304347826086953,42.391304347826086,20.054605327823616,50.285714285714285
1,0,0,0,0,0,0,410,40,0.6234898018587336,0.7818314824680297,-0.5619047619047619,0.0,50.285714285714285,42.78260869565217,7.503105590062113,50.1,40.56319479293805,56.608695652173914
1,0,0,0,0,0,0,410,41,-0.22252093395631434,0.9749279121818236,2.1293478260869567,0.0,56.608695652173914,50.285714285714285,6.322981366459629,53.69565217391305,41.50971689468782,47.130434782608695
1,0,0,0,0,0,0,410,42,-0.900968867902419,0.43388373911755823,1.55,0.0,47.130434782608695,56.608695652173914,-9.478260869565219,49.0,42.08876689076613,44.73913043478261
1,0,0,0,0,0,0,410,43,-0.9009688679024191,-0.433883739117558,1.075,0.0,44.73913043478261,47.130434782608695,-2.391304347826086,46.21739130434783,40.34711216615224,41.52173913043478
1,0,0,0,0,0,0,410,44,-0.2225209339563146,-0.9749279121818235,1.157608695652174,0.0,41.52173913043478,44.73913043478261,-3.217391304347828,49.69565217391305,40.60463067231553,38.391304347826086
1,0,0,0,0,0,0,410,45,0.6234898018587334,-0.7818314824680299,1.091304347826087,0.0,38.391304347826086,41.52173913043478,-3.1304347826086953,43.78260869565217,23.24535861616113,39.34782608695652
1,0,0,0,0,0,0,410,46,1.0,0.0,2.4619565217391304,0.0,39.34782608695652,38.391304347826086,0.9565217391304373,42.91304347826087,20.657307941956976,42.30434782608695
1,0,0,0,0,0,0,410,47,0.6234898018587336,0.7818314824680297,1.0695652173913044,0.0,42.30434782608695,39.34782608695652,2.95652173913043,54.78260869565217,39.49552991907836,47.34782608695652
1,0,0,0,0,0,0,410,48,-0.22252093395631434,0.9749279121818236,0.5608695652173913,0.0,47.34782608695652,42.30434782608695,5.04347826086957,53.608695652173914,40.84083310815513,51.869565217391305
1,0,0,0,0,0,0,410,49,-0.900968867902419,0.43388373911755823,-0.03586956521739129,0.0,51.869565217391305,47.34782608695652,4.521739130434781,54.47826086956522,28.21327840078607,65.43478260869566
1,0,0,0,0,0,0,410,50,-0.9009688679024191,-0.433883739117558,-0.6032608695652174,0.0,65.43478260869566,51.869565217391305,13.565217391304351,52.73913043478261,38.931187522497986,67.95652173913044
1,0,0,0,0,0,0,410,51,-0.2225209339563146,-0.9749279121818235,2.3347826086956522,0.0,67.95652173913044,65.43478260869566,2.5217391304347814,50.869565217391305,28.961274545601533,66.65217391304348
1,0,0,0,0,0,0,410,52,0.6234898018587334,-0.7818314824680299,4.2423913043478265,0.0,66.65217391304348,67.95652173913044,-1.3043478260869534,36.08695652173913,26.77084744534785,68.08695652173913
1,0,0,0,0,0,0,410,53,1.0,0.0,4.511956521739131,0.002173913043478261,68.08695652173913,66.65217391304348,1.4347826086956417,28.652173913043477,23.45422081972269,64.26086956521739
1,0,0,0,0,0,0,410,54,0.6234898018587336,0.7818314824680297,5.885869565217392,0.0,64.26086956521739,68.08695652173913,-3.826086956521735,32.69565217391305,30.151842446513484,53.130434782608695
1,0,0,0,0,0,0,410,55,-0.22252093395631434,0.9749279121818236,5.632608695652174,0.017391304347826087,53.130434782608695,64.26086956521739,-11.130434782608695,30.82608695652174,25.757481986115394,22.26086956521739
1,0,0,0,0,0,0,410,56,-0.900968867902419,0.43388373911755823,6.566304347826088,0.23695652173913045,22.26086956521739,53.130434782608695,-30.869565217391305,22.043478260869566,22.00605210569486,8.434782608695652
1,0,0,0,0,0,0,410,57,-0.9009688679024191,-0.433883739117558,4.967391304347826,0.8826086956521739,8.434782608695652,22.26086956521739,-13.826086956521738,19.695652173913043,22.50453501027771,22.73913043478261
1,0,0,0,0,0,0,410,58,-0.2225209339563146,-0.9749279121818235,3.365217391304348,0.0,22.73913043478261,8.434782608695652,14.304347826086957,36.17391304347826,25.497939969442033,30.73913043478261
1,0,0,0,0,0,0,410,59,0.6234898018587334,-0.7818314824680299,1.0847826086956522,0.0,30.73913043478261,22.73913043478261,8.0,25.434782608695652,24.612335702877953,23.82608695652174
1,0,0,0,0,0,0,410,60,1.0,0.0,4.818478260869566,0.021739130434782608,23.82608695652174,30.73913043478261,-6.913043478260871,27.608695652173914,22.838946335287286,23.956521739130434
1,0,0,0,0,0,0,410,61,0.6234898018587336,0.7818314824680297,1.7206521739130434,0.0,23.956521739130434,23.82608695652174,0.13043478260869534,37.0,25.40367412833717,26.652173913043477
0,1,0,0,0,0,0,252,5,0.6234898018587336,0.7818314824680297,10.382608695652175,0.034782608695652174,2.347826086956522,4.869565217391305,-2.5217391304347827,2.652173913043478,0.04317666561412027,1.1111111111111112
0,1,0,0,0,0,0,252,6,-0.22252093395631434,0.9749279121818236,12.229347826086956,0.0,1.1111111111111112,2.347826086956522,-1.2367149758454108,4.695652173913044,0.03702584823091243,1.2777777777777777
0,1,0,0,0,0,0,252,7,-0.900968867902419,0.43388373911755823,12.743478260869566,0.0,1.2777777777777777,1.1111111111111112,0.16666666666666652,4.478260869565218,0.03602643516719288,4.0
0,1,0,0,0,0,0,252,8,-0.9009688679024191,-0.433883739117558,12.054347826086957,0.0,4.0,1.2777777777777777,2.7222222222222223,6.173913043478261,0.03585337225730705,9.695652173913043
0,1,0,0,0,0,0,252,9,-0.2225209339563146,-0.9749279121818235,12.680434782608694,0.002173913043478261,9.695652173913043,4.0,5.695652173913043,8.130434782608695,0.043446380657436584,1.65
0,1,0,0,0,0,0,252,13,-0.22252093395631434,0.9749279121818236,11.635,0.32249999999999995,1.65,9.695652173913043,-8.045652173913043,4.611111111111111,0.04572160141992546,3.6666666666666665
0,1,0,0,0,0,0,252,14,-0.900968867902419,0.43388373911755823,10.237499999999999,0.0,3.6666666666666665,1.65,2.0166666666666666,3.3333333333333335,0.05875426792364987,9.842105263157896
0,1,0,0,0,0,0,252,15,-0.9009688679024191,-0.433883739117558,10.141304347826088,0.11521739130434783,9.842105263157896,3.6666666666666665,6.1754385964912295,7.217391304347826,0.043082544004534,0.8695652173913043
0,1,0,0,0,0,0,252,16,-0.2225209339563146,-0.9749279121818235,8.363043478260868,0.05652173913043478,0.8695652173913043,9.842105263157896,-8.972540045766591,3.347826086956522,0.04648105402396562,2.5217391304347827
0,1,0,0,0,0,0,252,17,0.6234898018587334,-0.7818314824680299,9.707608695652175,0.0,2.5217391304347827,0.8695652173913043,1.6521739130434785,1.826086956521739,0.040169318273823945,11.869565217391305
0,1,0,0,0,0,0,252,18,1.0,0.0,10.451086956521738,0.0,11.869565217391305,2.5217391304347827,9.347826086956522,2.260869565217391,0.04453232531778799,2.608695652173913
0,1,0,0,0,0,0,252,19,0.6234898018587336,0.7818314824680297,9.810869565217391,0.0,2.608695652173913,11.869565217391305,-9.26086956521739,1.5217391304347827,0.04479816067524892,1.2608695652173914
0,1,0,0,0,0,0,252,20,-0.22252093395631434,0.9749279121818236,10.158695652173913,0.03695652173913044,1.2608695652173914,2.608695652173913,-1.3478260869565217,1.3478260869565217,0.0446800867743502,5.304347826086956
0,1,0,0,0,0,0,252,21,-0.900968867902419,0.43388373911755823,9.2,0.14565217391304347,5.304347826086956,1.2608695652173914,4.0434782608695645,2.6956521739130435,0.043055218079507664,1.0
0,1,0,0,0,0,0,252,22,-0.9009688679024191,-0.433883739117558,6.3489130434782615,0.16521739130434782,1.0,5.304347826086956,-4.304347826086956,3.130434782608696,0.04529845761476799,2.260869565217391
0,1,0,0,0,0,0,252,23,-0.2225209339563146,-0.9749279121818235,5.000724637681159,0.08550724637681159,2.260869565217391,1.0,1.2608695652173911,1.6956521739130435,0.04715610072058938,4.0
0,1,0,0,0,0,0,252,24,0.6234898018587334,-0.7818314824680299,8.056521739130435,0.0,4.0,2.260869565217391,1.7391304347826089,2.9130434782608696,0.04975457434620674,2.260869565217391
0,1,0,0,0,0,0,252,25,1.0,0.0,9.863043478260868,0.0,2.260869565217391,4.0,-1.7391304347826089,4.478260869565218,0.04562586035543677,1.8695652173913044
0,1,0,0,0,0,0,252,26,0.6234898018587336,0.7818314824680297,7.6521739130434785,0.0,1.8695652173913044,2.260869565217391,-0.3913043478260867,1.826086956521739,0.04041221354546186,2.8260869565217392
0,1,0,0,0,0,0,252,27,-0.22252093395631434,0.9749279121818236,4.646739130434782,0.0,2.8260869565217392,1.8695652173913044,0.9565217391304348,3.130434782608696,0.03904086719698805,4.260869565217392
0,1,0,0,0,0,0,252,28,-0.900968867902419,0.43388373911755823,3.2967391304347826,0.0,4.260869565217392,2.8260869565217392,1.4347826086956523,3.260869565217391,0.056259614444174516,3.869565217391304
0,1,0,0,0,0,0,252,29,-0.9009688679024191,-0.433883739117558,2.61304347826087,0.0,3.869565217391304,4.260869565217392,-0.39130434782608736,3.347826086956522,0.04215043320378912,4.6521739130434785
0,1,0,0,0,0,0,252,30,-0.2225209339563146,-0.9749279121818235,3.7902173913043478,0.0,4.6521739130434785,3.869565217391304,0.7826086956521743,5.130434782608695,0.041840235648935256,7.0
0,1,0,0,0,0,0,252,31,0.6234898018587334,-0.7818314824680299,3.914130434782609,0.0,7.0,4.6521739130434785,2.3478260869565215,8.391304347826088,0.04811401939114236,2.347826086956522
0,1,0,0,0,0,0,252,32,1.0,0.0,6.822826086956522,0.0,2.347826086956522,7.0,-4.6521739130434785,1.391304347826087,0.041861994980163506,2.260869565217391
0,1,0,0,0,0,0,252,33,0.6234898018587336,0.7818314824680297,6.634782608695652,0.0,2.260869565217391,2.347826086956522,-0.08695652173913082,0.6521739130434783,0.041800765221439516,1.9565217391304348
0,1,0,0,0,0,0,252,34,-0.22252093395631434,0.9749279121818236,5.607608695652174,0.0,1.9565217391304348,2.260869565217391,-0.3043478260869563,0.6956521739130435,0.041702932292931705,2.0869565217391304
0,1,0,0,0,0,0,252,35,-0.900968867902419,0.43388373911755823,8.828260869565218,0.0,2.0869565217391304,1.9565217391304348,0.13043478260869557,0.9130434782608695,0.04204770854586668,4.0
0,1,0,0,0,0,0,252,36,-0.9009688679024191,-0.433883739117558,8.315217391304348,0.0,4.0,2.0869565217391304,1.9130434782608696,2.9130434782608696,0.042195469941705074,3.5217391304347827
0,1,0,0,0,0,0,252,37,-0.2225209339563146,-0.9749279121818235,6.327173913043478,0.0,3.5217391304347827,4.0,-0.4782608695652173,5.695652173913044,0.04245708831268718,2.782608695652174
0,1,0,0,0,0,0,252,38,0.6234898018587334,-0.7818314824680299,6.123913043478261,0.0,2.782608695652174,3.5217391304347827,-0.7391304347826089,2.260869565217391,0.0447696541980406,2.130434782608696
0,1,0,0,0,0,0,252,39,1.0,0.0,3.7695652173913046,0.0,2.130434782608696,2.782608695652174,-0.652173913043478,1.1304347826086956,0.04391952070682531,1.7826086956521738
0,1,0,0,0,0,0,252,40,0.6234898018587336,0.7818314824680297,5.7239130434782615,0.0,1.7826086956521738,2.130434782608696,-0.34782608695652195,0.6521739130434783,0.04537891666666662,2.3043478260869565
0,1,0,0,0,0,0,252,41,-0.22252093395631434,0.9749279121818236,6.014130434782608,0.0,2.3043478260869565,1.7826086956521738,0.5217391304347827,1.9130434782608696,0.04056048109464816,3.652173913043478
0,1,0,0,0,0,0,252,42,-0.900968867902419,0.43388373911755823,5.790217391304348,0.0,3.652173913043478,2.3043478260869565,1.3478260869565215,3.0434782608695654,0.04220845814104117,2.8260869565217392
0,1,0,0,0,0,0,252,43,-0.9009688679024191,-0.433883739117558,6.576086956521739,0.0,2.8260869565217392,3.652173913043478,-0.8260869565217388,1.6956521739130435,0.042136770241275955,2.260869565217391
0,1,0,0,0,0,0,252,44,-0.2225209339563146,-0.9749279121818235,8.658695652173913,0.0,2.260869565217391,2.8260869565217392,-0.5652173913043481,1.0434782608695652,0.042347785401991696,2.739130434782609
0,1,0,0,0,0,0,252,45,0.6234898018587334,-0.7818314824680299,7.4010869565217385,0.0,2.739130434782609,2.260869565217391,0.47826086956521774,1.8695652173913044,0.04493209062019265,3.0
0,1,0,0,0,0,0,252,46,1.0,0.0,8.383695652173913,0.0,3.0,2.739130434782609,0.26086956521739113,1.3043478260869565,0.04310582137073917,2.0
0,1,0,0,0,0,0,252,47,0.6234898018587336,0.7818314824680297,8.618478260869566,0.0,2.0,3.0,-1.0,1.0869565217391304,0.04237409928345878,2.4347826086956523
0,1,0,0,0,0,0,252,48,-0.22252093395631434,0.9749279121818236,8.854347826086956,0.0,2.4347826086956523,2.0,0.43478260869565233,1.434782608695652,0.04211804691927774,2.9565217391304346
0,1,0,0,0,0,0,252,49,-0.900968867902419,0.43388373911755823,6.844565217391305,0.0,2.9565217391304346,2.4347826086956523,0.5217391304347823,1.3043478260869565,0.044626447291717226,8.0
0,1,0,0,0,0,0,252,50,-0.9009688679024191,-0.433883739117558,3.3630434782608694,0.010869565217391304,8.0,2.9565217391304346,5.043478260869565,4.260869565217392,0.04968626020160305,1.2173913043478262
0,1,0,0,0,0,0,252,51,-0.2225209339563146,-0.9749279121818235,5.7586956521739125,0.02608695652173913,1.2173913043478262,8.0,-6.782608695652174,2.5652173913043477,0.049296109849404864,3.5652173913043477
0,1,0,0,0,0,0,252,52,0.6234898018587334,-0.7818314824680299,7.504347826086956,0.0,3.5652173913043477,1.2173913043478262,2.3478260869565215,1.0,0.049962047506274754,12.695652173913043
0,1,0,0,0,0,0,252,53,1.0,0.0,7.135869565217392,0.0,12.695652173913043,3.5652173913043477,9.130434782608695,1.8695652173913044,0.04971561015302401,2.5238095238095237
0,1,0,0,0,0,0,252,54,0.6234898018587336,0.7818314824680297,7.840476190476191,0.0071428571428571435,2.5238095238095237,12.695652173913043,-10.17184265010352,8.166666666666666,0.04735449747273205,1.608695652173913
0,1,0,0,0,0,0,252,55,-0.22252093395631434,0.9749279121818236,7.454710144927537,0.008695652173913044,1.608695652173913,2.5238095238095237,-0.9151138716356106,14.130434782608695,0.051673953606995345,0.782608695652174
0,1,0,0,0,0,0,252,56,-0.900968867902419,0.43388373911755823,8.240217391304348,0.3652173913043478,0.782608695652174,1.608695652173913,-0.8260869565217391,2.4347826086956523,0.0486534490729495,2.0
0,1,0,0,0,0,0,252,57,-0.9009688679024191,-0.433883739117558,6.141304347826087,0.5804347826086956,2.0,0.782608695652174,1.2173913043478262,1.2608695652173914,0.05109033001376403,3.130434782608696
0,1,0,0,0,0,0,252,58,-0.2225209339563146,-0.9749279121818235,8.991304347826087,0.0,3.130434782608696,2.0,1.1304347826086958,1.434782608695652,0.04668953922759287,3.869565217391304
0,1,0,0,0,0,0,252,59,0.6234898018587334,-0.7818314824680299,6.631521739130435,0.008695652173913044,3.869565217391304,3.130434782608696,0.7391304347826084,1.9565217391304348,0.046599465772002226,1.2608695652173914
0,1,0,0,0,0,0,252,60,1.0,0.0,7.201086956521739,0.08260869565217391,1.2608695652173914,3.869565217391304,-2.608695652173913,1.434782608695652,0.049002105092705,1.565217391304348
0,1,0,0,0,0,0,252,61,0.6234898018587336,0.7818314824680297,6.251086956521739,0.0,1.565217391304348,1.2608695652173914,0.30434782608695654,0.5652173913043478,0.04400031701886483,1.6956521739130435
0,0,1,0,0,0,0,312,3,0.6234898018587334,-0.7818314824680299,12.918478260869565,0.002173913043478261,36.30434782608695,27.52173913043478,8.782608695652172,33.26086956521739,104.62526583486151,16.217391304347824
0,0,1,0,0,0,0,312,4,1.0,0.0,13.489855072463767,0.07608695652173914,16.217391304347824,36.30434782608695,-20.08695652173913,24.08695652173913,98.59061548186564,7.3478260869565215
0,0,1,0,0,0,0,312,5,0.6234898018587336,0.7818314824680297,8.159782608695652,0.06304347826086956,7.3478260869565215,16.217391304347824,-8.869565217391303,33.5,125.8967563992483,13.173913043478262
0,0,1,0,0,0,0,312,6,-0.22252093395631434,0.9749279121818236,10.460869565217392,0.0,13.173913043478262,7.3478260869565215,5.82608695652174,37.34782608695652,124.36313389492715,13.08695652173913
0,0,1,0,0,0,0,312,7,-0.900968867902419,0.43388373911755823,10.741304347826087,0.0,13.08695652173913,13.173913043478262,-0.08695652173913082,35.391304347826086,123.34982981912391,18.565217391304348
0,0,1,0,0,0,0,312,8,-0.9009688679024191,-0.433883739117558,10.123913043478261,0.0,18.565217391304348,13.08695652173913,5.478260869565217,37.869565217391305,123.41302603596843,21.956521739130434
0,0,1,0,0,0,0,312,9,-0.2225209339563146,-0.9749279121818235,10.32717391304348,0.004347826086956522,21.956521739130434,18.565217391304348,3.391304347826086,34.43478260869565,126.04493630653072,15.304347826086957
0,0,1,0,0,0,0,312,10,0.6234898018587334,-0.7818314824680299,9.610869565217392,0.3239130434782609,15.304347826086957,21.956521739130434,-6.652173913043477,31.47826086956522,110.79495001747765,5.086956521739131
0,0,1,0,0,0,0,312,11,1.0,0.0,7.186956521739131,0.002173913043478261,5.086956521739131,15.304347826086957,-10.217391304347826,22.434782608695652,100.59098403797933,2.5833333333333335
0,0,1,0,0,0,0,312,12,0.6234898018587336,0.7818314824680297,11.995652173913042,0.0,2.5833333333333335,5.086956521739131,-2.5036231884057973,8.347826086956522,127.5878571231391,32.166666666666664
0,0,1,0,0,0,0,312,13,-0.22252093395631434,0.9749279121818236,9.255434782608695,0.0,32.166666666666664,2.5833333333333335,29.583333333333332,43.04347826086956,125.83614119656436,25.956521739130434
0,0,1,0,0,0,0,312,14,-0.900968867902419,0.43388373911755823,9.892391304347827,0.0,25.956521739130434,32.166666666666664,-6.210144927536231,51.95652173913044,126.2736825378811,23.47826086956522
0,0,1,0,0,0,0,312,15,-0.9009688679024191,-0.433883739117558,8.16304347826087,0.12608695652173912,23.47826086956522,25.956521739130434,-2.478260869565215,43.56521739130435,128.2365166643277,7.304347826086956
0,0,1,0,0,0,0,312,16,-0.2225209339563146,-0.9749279121818235,6.4913043478260875,0.1,7.304347826086956,23.47826086956522,-16.17391304347826,35.26086956521739,130.06129579266874,13.652173913043478
0,0,1,0,0,0,0,312,17,0.6234898018587334,-0.7818314824680299,7.7945652173913045,0.0,13.652173913043478,7.304347826086956,6.347826086956522,30.304347826086957,106.92578559463749,10.434782608695652
0,0,1,0,0,0,0,312,18,1.0,0.0,8.418478260869565,0.0,10.434782608695652,13.652173913043478,-3.217391304347826,27.52173913043478,99.89789136727167,13.652173913043478
0,0,1,0,0,0,0,312,19,0.6234898018587336,0.7818314824680297,7.951086956521739,0.0,13.652173913043478,10.434782608695652,3.217391304347826,32.43478260869565,128.3581252802844,19.869565217391305
0,0,1,0,0,0,0,312,20,-0.22252093395631434,0.9749279121818236,7.440217391304348,0.09782608695652174,19.869565217391305,13.652173913043478,6.217391304347826,35.17391304347826,132.0782905531385,12.217391304347826
0,0,1,0,0,0,0,312,21,-0.900968867902419,0.43388373911755823,8.255434782608695,0.09565217391304348,12.217391304347826,19.869565217391305,-7.6521739130434785,40.30434782608695,127.96864910609747,9.3
0,0,1,0,0,0,0,312,22,-0.9009688679024191,-0.433883739117558,5.517045454545454,0.17500000000000002,9.3,12.217391304347826,-2.9173913043478255,40.95,131.61360921829274,12.043478260869565
0,0,1,0,0,0,0,312,23,-0.2225209339563146,-0.9749279121818235,3.417391304347826,0.04565217391304348,12.043478260869565,9.3,2.743478260869564,48.608695652173914,130.00600305691378,9.217391304347826
0,0,1,0,0,0,0,312,24,0.6234898018587334,-0.7818314824680299,5.1510869565217385,0.0,9.217391304347826,12.043478260869565,-2.8260869565217384,26.608695652173914,113.37175168968764,16.52173913043478
0,0,1,0,0,0,0,312,25,1.0,0.0,8.291304347826086,0.0,16.52173913043478,9.217391304347826,7.304347826086955,38.869565217391305,102.60853522601988,3.5217391304347827
0,0,1,0,0,0,0,312,26,0.6234898018587336,0.7818314824680297,6.715217391304347,0.0,3.5217391304347827,16.52173913043478,-12.999999999999998,27.17391304347826,127.60979283432249,3.9565217391304346
0,0,1,0,0,0,0,312,27,-0.22252093395631434,0.9749279121818236,4.096739130434782,0.0,3.9565217391304346,3.5217391304347827,0.4347826086956519,14.608695652173912,131.1467363179791,14.608695652173912
0,0,1,0,0,0,0,312,28,-0.900968867902419,0.43388373911755823,2.11304347826087,0.0,14.608695652173912,3.9565217391304346,10.652173913043477,43.04347826086956,134.55415568929854,28.565217391304348
0,0,1,0,0,0,0,312,29,-0.9009688679024191,-0.433883739117558,0.9967391304347825,0.0,28.565217391304348,14.608695652173912,13.956521739130435,62.47826086956522,133.68403544030048,30.782608695652176
