station_Borgo Valsugana,station_Monte Gaza,station_Parco S. Chiara,station_Piana Rotaliana,station_Riva del Garda,station_Rovereto,elevation,day,cos_week_day,sin_week_day,temperature,precipitation,O3_1,O3_2,O3_diff_1,PM10_1,NO2_1,power_area_50_1,target
1,0,0,0,0,0,410,16,-0.2225209339563146,-0.9749279121818235,6.126086956521739,0.14347826086956522,13.043478260869565,4.434782608695652,8.608695652173912,14.73913043478261,29.0,40.731174251503894,6.695652173913044
1,0,0,0,0,0,410,17,0.6234898018587334,-0.7818314824680299,6.939130434782609,0.0,6.695652173913044,13.043478260869565,-6.347826086956521,22.043478260869566,22.782608695652176,21.003955442825657,10.304347826086957
1,0,0,0,0,0,410,18,1.0,0.0,8.08695652173913,0.0,10.304347826086957,6.695652173913044,3.608695652173913,17.47826086956522,17.82608695652174,18.90811871094111,5.086956521739131
1,0,0,0,0,0,410,19,0.6234898018587336,0.7818314824680297,7.689130434782609,0.0,5.086956521739131,10.304347826086957,-5.217391304347826,20.391304347826086,23.782608695652176,37.62208137528542,3.347826086956522
1,0,0,0,0,0,410,20,-0.22252093395631434,0.9749279121818236,7.128260869565217,0.20434782608695654,3.347826086956522,5.086956521739131,-1.7391304347826089,27.782608695652176,32.04347826086956,39.953714691997156,11.869565217391305
1,0,0,0,0,0,410,21,-0.900968867902419,0.43388373911755823,8.009782608695652,0.04130434782608696,11.869565217391305,3.347826086956522,8.521739130434783,17.391304347826086,31.0,39.95596297940617,35.30434782608695
1,0,0,0,0,0,410,22,-0.9009688679024191,-0.433883739117558,4.6706521739130435,0.10652173913043479,35.30434782608695,11.869565217391305,23.43478260869565,9.869565217391305,18.695652173913043,41.17396356933174,25.130434782608695
1,0,0,0,0,0,410,23,-0.2225209339563146,-0.9749279121818235,3.2271739130434782,0.02391304347826087,25.130434782608695,35.30434782608695,-10.173913043478258,13.695652173913043,32.78260869565217,38.18277598412425,9.73913043478261
1,0,0,0,0,0,410,24,0.6234898018587334,-0.7818314824680299,2.48804347826087,0.1565217391304348,9.73913043478261,25.130434782608695,-15.391304347826086,26.565217391304348,34.82608695652174,23.273428782798156,15.26086956521739
1,0,0,0,0,0,410,25,1.0,0.0,5.28695652173913,0.03695652173913044,15.26086956521739,9.73913043478261,5.521739130434781,20.73913043478261,22.52173913043478,18.806151071958908,45.08695652173913
1,0,0,0,0,0,410,26,0.6234898018587336,0.7818314824680297,3.6934782608695653,0.0,45.08695652173913,15.26086956521739,29.826086956521742,9.0,26.956521739130434,38.17054426566548,50.869565217391305
1,0,0,0,0,0,410,27,-0.22252093395631434,0.9749279121818236,2.235869565217391,0.0,50.869565217391305,45.08695652173913,5.782608695652172,10.217391304347826,22.35,39.07011983555663,26.91304347826087
1,0,0,0,0,0,410,28,-0.900968867902419,0.43388373911755823,0.7771739130434783,0.0,26.91304347826087,50.869565217391305,-23.956521739130434,20.347826086956523,40.869565217391305,39.98131040053226,9.347826086956522
1,0,0,0,0,0,410,29,-0.9009688679024191,-0.433883739117558,-1.1217391304347826,0.0,9.347826086956522,26.91304347826087,-17.56521739130435,39.69565217391305,45.30434782608695,40.81021783306116,9.826086956521738
1,0,0,0,0,0,410,30,-0.2225209339563146,-0.9749279121818235,-0.558695652173913,0.0,9.826086956521738,9.347826086956522,0.47826086956521685,43.08695652173913,45.08695652173913,38.59333037316212,8.478260869565217
1,0,0,0,0,0,410,31,0.6234898018587334,-0.7818314824680299,0.7608695652173914,0.0,8.478260869565217,9.826086956521738,-1.3478260869565215,51.52173913043478,44.08695652173913,23.31383661373376,11.08695652173913
1,0,0,0,0,0,410,32,1.0,0.0,0.02499999999999996,0.0,11.08695652173913,8.478260869565217,2.608695652173914,36.34782608695652,36.91304347826087,19.286925457367467,9.043478260869565
1,0,0,0,0,0,410,33,0.6234898018587336,0.7818314824680297,0.5630434782608695,0.0,9.043478260869565,11.08695652173913,-2.0434782608695663,45.391304347826086,53.08695652173913,39.49497980787761,6.956521739130435
1,0,0,0,0,0,410,34,-0.22252093395631434,0.9749279121818236,0.4054347826086957,0.0,6.956521739130435,9.043478260869565,-2.08695652173913,45.26086956521739,52.69565217391305,41.40684853879599,7.695652173913044
1,0,0,0,0,0,410,35,-0.900968867902419,0.43388373911755823,1.1,0.0,7.695652173913044,6.956521739130435,0.7391304347826093,47.91304347826087,59.82608695652174,42.40825966122472,7.173913043478261
1,0,0,0,0,0,410,36,-0.9009688679024191,-0.433883739117558,1.3456521739130434,0.0,7.173913043478261,7.695652173913044,-0.5217391304347831,52.17391304347826,53.869565217391305,41.17311296683275,24.0
1,0,0,0,0,0,410,37,-0.2225209339563146,-0.9749279121818235,4.192391304347826,0.0,24.0,7.173913043478261,16.82608695652174,33.08695652173913,42.69565217391305,40.95974831849329,34.30434782608695
1,0,0,0,0,0,410,38,0.6234898018587334,-0.7818314824680299,3.7054347826086955,0.0,34.30434782608695,24.0,10.304347826086953,30.47826086956522,42.0,25.643524357531504,11.521739130434783
1,0,0,0,0,0,410,39,1.0,0.0,-1.0543478260869565,0.0,11.521739130434783,34.30434782608695,-22.782608695652172,42.78260869565217,42.391304347826086,20.054605327823616,5.0
1,0,0,0,0,0,410,40,0.6234898018587336,0.7818314824680297,-0.5619047619047619,0.0,5.0,11.521739130434783,-6.521739130434783,50.285714285714285,50.1,40.56319479293805,7.565217391304348
1,0,0,0,0,0,410,41,-0.22252093395631434,0.9749279121818236,2.1293478260869567,0.0,7.565217391304348,5.0,2.5652173913043477,56.608695652173914,53.69565217391305,41.50971689468782,4.956521739130435
1,0,0,0,0,0,410,42,-0.900968867902419,0.43388373911755823,1.55,0.0,4.956521739130435,7.565217391304348,-2.608695652173913,47.130434782608695,49.0,42.08876689076613,5.086956521739131
1,0,0,0,0,0,410,43,-0.9009688679024191,-0.433883739117558,1.075,0.0,5.086956521739131,4.956521739130435,0.13043478260869623,44.73913043478261,46.21739130434783,40.34711216615224,5.782608695652174
1,0,0,0,0,0,410,44,-0.2225209339563146,-0.9749279121818235,1.157608695652174,0.0,5.782608695652174,5.086956521739131,0.695652173913043,41.52173913043478,49.69565217391305,40.60463067231553,7.956521739130435
1,0,0,0,0,0,410,45,0.6234898018587334,-0.7818314824680299,1.091304347826087,0.0,7.956521739130435,5.782608695652174,2.1739130434782608,38.391304347826086,43.78260869565217,23.24535861616113,9.347826086956522
1,0,0,0,0,0,410,46,1.0,0.0,2.4619565217391304,0.0,9.347826086956522,7.956521739130435,1.391304347826087,39.34782608695652,42.91304347826087,20.657307941956976,5.956521739130435
1,0,0,0,0,0,410,47,0.6234898018587336,0.7818314824680297,1.0695652173913044,0.0,5.956521739130435,9.347826086956522,-3.391304347826087,42.30434782608695,54.78260869565217,39.49552991907836,5.608695652173913
1,0,0,0,0,0,410,48,-0.22252093395631434,0.9749279121818236,0.5608695652173913,0.0,5.608695652173913,5.956521739130435,-0.3478260869565215,47.34782608695652,53.608695652173914,40.84083310815513,4.869565217391305
1,0,0,0,0,0,410,49,-0.900968867902419,0.43388373911755823,-0.03586956521739129,0.0,4.869565217391305,5.608695652173913,-0.7391304347826084,51.869565217391305,54.47826086956522,28.21327840078607,4.6521739130434785
1,0,0,0,0,0,410,50,-0.9009688679024191,-0.433883739117558,-0.6032608695652174,0.0,4.6521739130434785,4.869565217391305,-0.21739130434782616,65.43478260869566,52.73913043478261,38.931187522497986,2.608695652173913
1,0,0,0,0,0,410,51,-0.2225209339563146,-0.9749279121818235,2.3347826086956522,0.0,2.608695652173913,4.6521739130434785,-2.0434782608695654,67.95652173913044,50.869565217391305,28.961274545601533,2.130434782608696
1,0,0,0,0,0,410,52,0.6234898018587334,-0.7818314824680299,4.2423913043478265,0.0,2.130434782608696,2.608695652173913,-0.4782608695652173,66.65217391304348,36.08695652173913,26.77084744534785,1.826086956521739
1,0,0,0,0,0,410,53,1.0,0.0,4.511956521739131,0.002173913043478261,1.826086956521739,2.130434782608696,-0.30434782608695676,68.08695652173913,28.652173913043477,23.45422081972269,1.4782608695652173
1,0,0,0,0,0,410,54,0.6234898018587336,0.7818314824680297,5.885869565217392,0.0,1.4782608695652173,1.826086956521739,-0.34782608695652173,64.26086956521739,32.69565217391305,30.151842446513484,1.391304347826087
1,0,0,0,0,0,410,55,-0.22252093395631434,0.9749279121818236,5.632608695652174,0.017391304347826087,1.391304347826087,1.4782608695652173,-0.08695652173913038,53.130434782608695,30.82608695652174,25.757481986115394,5.130434782608695
1,0,0,0,0,0,410,56,-0.900968867902419,0.43388373911755823,6.566304347826088,0.23695652173913045,5.130434782608695,1.391304347826087,3.7391304347826084,22.26086956521739,22.043478260869566,22.00605210569486,7.565217391304348
1,0,0,0,0,0,410,57,-0.9009688679024191,-0.433883739117558,4.967391304347826,0.8826086956521739,7.565217391304348,5.130434782608695,2.4347826086956523,8.434782608695652,19.695652173913043,22.50453501027771,3.391304347826087
1,0,0,0,0,0,410,58,-0.2225209339563146,-0.9749279121818235,3.365217391304348,0.0,3.391304347826087,7.565217391304348,-4.173913043478261,22.73913043478261,36.17391304347826,25.497939969442033,4.521739130434782
1,0,0,0,0,0,410,59,0.6234898018587334,-0.7818314824680299,1.0847826086956522,0.0,4.521739130434782,3.391304347826087,1.1304347826086953,30.73913043478261,25.434782608695652,24.612335702877953,12.173913043478262
1,0,0,0,0,0,410,60,1.0,0.0,4.818478260869566,0.021739130434782608,12.173913043478262,4.521739130434782,7.652173913043479,23.82608695652174,27.608695652173914,22.838946335287286,7.521739130434782
1,0,0,0,0,0,410,61,0.6234898018587336,0.7818314824680297,1.7206521739130434,0.0,7.521739130434782,12.173913043478262,-4.652173913043479,23.956521739130434,37.0,25.40367412833717,8.73913043478261
0,1,0,0,0,0,252,4,1.0,0.0,13.504347826086958,0.07173913043478261,68.56521739130434,59.78260869565217,8.782608695652172,4.869565217391305,3.5217391304347827,0.0419368878228483,74.17391304347827
0,1,0,0,0,0,252,5,0.6234898018587336,0.7818314824680297,10.382608695652175,0.034782608695652174,74.17391304347827,68.56521739130434,5.608695652173921,2.347826086956522,2.652173913043478,0.04317666561412027,56.30434782608695
0,1,0,0,0,0,252,6,-0.22252093395631434,0.9749279121818236,12.229347826086956,0.0,56.30434782608695,74.17391304347827,-17.86956521739131,1.1111111111111112,4.695652173913044,0.03702584823091243,61.08695652173913
0,1,0,0,0,0,252,7,-0.900968867902419,0.43388373911755823,12.743478260869566,0.0,61.08695652173913,56.30434782608695,4.782608695652179,1.2777777777777777,4.478260869565218,0.03602643516719288,62.130434782608695
0,1,0,0,0,0,252,8,-0.9009688679024191,-0.433883739117558,12.054347826086957,0.0,62.130434782608695,61.08695652173913,1.0434782608695627,4.0,6.173913043478261,0.03585337225730705,48.69565217391305
0,1,0,0,0,0,252,9,-0.2225209339563146,-0.9749279121818235,12.680434782608694,0.002173913043478261,48.69565217391305,62.130434782608695,-13.434782608695649,9.695652173913043,8.130434782608695,0.043446380657436584,62.0
0,1,0,0,0,0,252,13,-0.22252093395631434,0.9749279121818236,11.635,0.32249999999999995,62.0,48.69565217391305,13.304347826086953,1.65,4.611111111111111,0.04572160141992546,70.83333333333333
0,1,0,0,0,0,252,14,-0.900968867902419,0.43388373911755823,10.237499999999999,0.0,70.83333333333333,62.0,8.833333333333329,3.6666666666666665,3.3333333333333335,0.05875426792364987,47.47826086956522
0,1,0,0,0,0,252,15,-0.9009688679024191,-0.433883739117558,10.141304347826088,0.11521739130434783,47.47826086956522,70.83333333333333,-23.35507246376811,9.842105263157896,7.217391304347826,0.043082544004534,51.34782608695652
0,1,0,0,0,0,252,16,-0.2225209339563146,-0.9749279121818235,8.363043478260868,0.05652173913043478,51.34782608695652,47.47826086956522,3.8695652173913047,0.8695652173913043,3.347826086956522,0.04648105402396562,64.0
0,1,0,0,0,0,252,17,0.6234898018587334,-0.7818314824680299,9.707608695652175,0.0,64.0,51.34782608695652,12.652173913043477,2.5217391304347827,1.826086956521739,0.040169318273823945,51.26086956521739
0,1,0,0,0,0,252,18,1.0,0.0,10.451086956521738,0.0,51.26086956521739,64.0,-12.73913043478261,11.869565217391305,2.260869565217391,0.04453232531778799,61.85
0,1,0,0,0,0,252,19,0.6234898018587336,0.7818314824680297,9.810869565217391,0.0,61.85,51.26086956521739,10.58913043478261,2.608695652173913,1.5217391304347827,0.04479816067524892,74.34782608695652
0,1,0,0,0,0,252,20,-0.22252093395631434,0.9749279121818236,10.158695652173913,0.03695652173913044,74.34782608695652,61.85,12.497826086956515,1.2608695652173914,1.3478260869565217,0.0446800867743502,75.34782608695652
0,1,0,0,0,0,252,21,-0.900968867902419,0.43388373911755823,9.2,0.14565217391304347,75.34782608695652,74.34782608695652,1.0,5.304347826086956,2.6956521739130435,0.043055218079507664,70.08695652173913
0,1,0,0,0,0,252,22,-0.9009688679024191,-0.433883739117558,6.3489130434782615,0.16521739130434782,70.08695652173913,75.34782608695652,-5.260869565217391,1.0,3.130434782608696,0.04529845761476799,80.8695652173913
0,1,0,0,0,0,252,23,-0.2225209339563146,-0.9749279121818235,5.000724637681159,0.08550724637681159,80.8695652173913,70.08695652173913,10.782608695652172,2.260869565217391,1.6956521739130435,0.04715610072058938,72.78260869565217
0,1,0,0,0,0,252,24,0.6234898018587334,-0.7818314824680299,8.056521739130435,0.0,72.78260869565217,80.8695652173913,-8.086956521739125,4.0,2.9130434782608696,0.04975457434620674,52.869565217391305
0,1,0,0,0,0,252,25,1.0,0.0,9.863043478260868,0.0,52.869565217391305,72.78260869565217,-19.913043478260867,2.260869565217391,4.478260869565218,0.04562586035543677,75.43478260869566
0,1,0,0,0,0,252,26,0.6234898018587336,0.7818314824680297,7.6521739130434785,0.0,75.43478260869566,52.869565217391305,22.56521739130435,1.8695652173913044,1.826086956521739,0.04041221354546186,77.26086956521739
0,1,0,0,0,0,252,27,-0.22252093395631434,0.9749279121818236,4.646739130434782,0.0,77.26086956521739,75.43478260869566,1.8260869565217348,2.8260869565217392,3.130434782608696,0.03904086719698805,71.65217391304348
0,1,0,0,0,0,252,28,-0.900968867902419,0.43388373911755823,3.2967391304347826,0.0,71.65217391304348,77.26086956521739,-5.608695652173907,4.260869565217392,3.260869565217391,0.056259614444174516,74.34782608695652
0,1,0,0,0,0,252,29,-0.9009688679024191,-0.433883739117558,2.61304347826087,0.0,74.34782608695652,71.65217391304348,2.6956521739130324,3.869565217391304,3.347826086956522,0.04215043320378912,79.8695652173913
0,1,0,0,0,0,252,30,-0.2225209339563146,-0.9749279121818235,3.7902173913043478,0.0,79.8695652173913,74.34782608695652,5.521739130434781,4.6521739130434785,5.130434782608695,0.041840235648935256,67.17391304347827
0,1,0,0,0,0,252,31,0.6234898018587334,-0.7818314824680299,3.914130434782609,0.0,67.17391304347827,79.8695652173913,-12.695652173913032,7.0,8.391304347826088,0.04811401939114236,86.8695652173913
0,1,0,0,0,0,252,32,1.0,0.0,6.822826086956522,0.0,86.8695652173913,67.17391304347827,19.695652173913032,2.347826086956522,1.391304347826087,0.041861994980163506,91.82608695652173
0,1,0,0,0,0,252,33,0.6234898018587336,0.7818314824680297,6.634782608695652,0.0,91.82608695652173,86.8695652173913,4.956521739130437,2.260869565217391,0.6521739130434783,0.041800765221439516,87.43478260869566
0,1,0,0,0,0,252,34,-0.22252093395631434,0.9749279121818236,5.607608695652174,0.0,87.43478260869566,91.82608695652173,-4.391304347826079,1.9565217391304348,0.6956521739130435,0.041702932292931705,86.43478260869566
0,1,0,0,0,0,252,35,-0.900968867902419,0.43388373911755823,8.828260869565218,0.0,86.43478260869566,87.43478260869566,-1.0,2.0869565217391304,0.9130434782608695,0.04204770854586668,86.17391304347827
0,1,0,0,0,0,252,36,-0.9009688679024191,-0.433883739117558,8.315217391304348,0.0,86.17391304347827,86.43478260869566,-0.2608695652173907,4.0,2.9130434782608696,0.042195469941705074,83.0
0,1,0,0,0,0,252,37,-0.2225209339563146,-0.9749279121818235,6.327173913043478,0.0,83.0,86.17391304347827,-3.173913043478265,3.5217391304347827,5.695652173913044,0.04245708831268718,89.26086956521739
0,1,0,0,0,0,252,38,0.6234898018587334,-0.7818314824680299,6.123913043478261,0.0,89.26086956521739,83.0,6.260869565217391,2.782608695652174,2.260869565217391,0.0447696541980406,85.69565217391305
0,1,0,0,0,0,252,39,1.0,0.0,3.7695652173913046,0.0,85.69565217391305,89.26086956521739,-3.565217391304344,2.130434782608696,1.1304347826086956,0.04391952070682531,88.69565217391305
0,1,0,0,0,0,252,40,0.6234898018587336,0.7818314824680297,5.7239130434782615,0.0,88.69565217391305,85.69565217391305,3.0,1.7826086956521738,0.6521739130434783,0.04537891666666662,83.95652173913044
0,1,0,0,0,0,252,41,-0.22252093395631434,0.9749279121818236,6.014130434782608,0.0,83.95652173913044,88.69565217391305,-4.739130434782609,2.3043478260869565,1.9130434782608696,0.04056048109464816,79.04347826086956
0,1,0,0,0,0,252,42,-0.900968867902419,0.43388373911755823,5.790217391304348,0.0,79.04347826086956,83.95652173913044,-4.9130434782608745,3.652173913043478,3.0434782608695654,0.04220845814104117,86.17391304347827
0,1,0,0,0,0,252,43,-0.9009688679024191,-0.433883739117558,6.576086956521739,0.0,86.17391304347827,79.04347826086956,7.1304347826087024,2.8260869565217392,1.6956521739130435,0.042136770241275955,89.08695652173913
0,1,0,0,0,0,252,44,-0.2225209339563146,-0.9749279121818235,8.658695652173913,0.0,89.08695652173913,86.17391304347827,2.9130434782608603,2.260869565217391,1.0434782608695652,0.042347785401991696,84.91304347826087
0,1,0,0,0,0,252,45,0.6234898018587334,-0.7818314824680299,7.4010869565217385,0.0,84.91304347826087,89.08695652173913,-4.173913043478251,2.739130434782609,1.8695652173913044,0.04493209062019265,88.04347826086956
0,1,0,0,0,0,252,46,1.0,0.0,8.383695652173913,0.0,88.04347826086956,84.91304347826087,3.1304347826086882,3.0,1.3043478260869565,0.04310582137073917,90.21739130434783
0,1,0,0,0,0,252,47,0.6234898018587336,0.7818314824680297,8.618478260869566,0.0,90.21739130434783,88.04347826086956,2.173913043478265,2.0,1.0869565217391304,0.04237409928345878,86.95652173913044
0,1,0,0,0,0,252,48,-0.22252093395631434,0.9749279121818236,8.854347826086956,0.0,86.95652173913044,90.21739130434783,-3.2608695652173907,2.4347826086956523,1.434782608695652,0.04211804691927774,89.04347826086956
0,1,0,0,0,0,252,49,-0.900968867902419,0.43388373911755823,6.844565217391305,0.0,89.04347826086956,86.95652173913044,2.0869565217391255,2.9565217391304346,1.3043478260869565,0.044626447291717226,77.78260869565217
0,1,0,0,0,0,252,50,-0.9009688679024191,-0.433883739117558,3.3630434782608694,0.010869565217391304,77.78260869565217,89.04347826086956,-11.26086956521739,8.0,4.260869565217392,0.04968626020160305,83.6086956521739
0,1,0,0,0,0,252,51,-0.2225209339563146,-0.9749279121818235,5.7586956521739125,0.02608695652173913,83.6086956521739,77.78260869565217,5.826086956521735,1.2173913043478262,2.5652173913043477,0.049296109849404864,81.26086956521739
0,1,0,0,0,0,252,52,0.6234898018587334,-0.7818314824680299,7.504347826086956,0.0,81.26086956521739,83.6086956521739,-2.347826086956516,3.5652173913043477,1.0,0.049962047506274754,73.17391304347827
0,1,0,0,0,0,252,53,1.0,0.0,7.135869565217392,0.0,73.17391304347827,81.26086956521739,-8.086956521739125,12.695652173913043,1.8695652173913044,0.04971561015302401,60.57142857142857
0,1,0,0,0,0,252,54,0.6234898018587336,0.7818314824680297,7.840476190476191,0.0071428571428571435,60.57142857142857,73.17391304347827,-12.602484472049696,2.5238095238095237,8.166666666666666,0.04735449747273205,54.47826086956522
0,1,0,0,0,0,252,55,-0.22252093395631434,0.9749279121818236,7.454710144927537,0.008695652173913044,54.47826086956522,60.57142857142857,-6.093167701863351,1.608695652173913,14.130434782608695,0.051673953606995345,77.82608695652173
0,1,0,0,0,0,252,56,-0.900968867902419,0.43388373911755823,8.240217391304348,0.3652173913043478,77.82608695652173,54.47826086956522,23.347826086956516,0.782608695652174,2.4347826086956523,0.0486534490729495,83.6086956521739
0,1,0,0,0,0,252,57,-0.9009688679024191,-0.433883739117558,6.141304347826087,0.5804347826086956,83.6086956521739,77.82608695652173,5.782608695652172,2.0,1.2608695652173914,0.05109033001376403,77.95652173913044
0,1,0,0,0,0,252,58,-0.2225209339563146,-0.9749279121818235,8.991304347826087,0.0,77.95652173913044,83.6086956521739,-5.65217391304347,3.130434782608696,1.434782608695652,0.04668953922759287,75.17391304347827
0,1,0,0,0,0,252,59,0.6234898018587334,-0.7818314824680299,6.631521739130435,0.008695652173913044,75.17391304347827,77.95652173913044,-2.782608695652172,3.869565217391304,1.9565217391304348,0.046599465772002226,76.30434782608695
0,1,0,0,0,0,252,60,1.0,0.0,7.201086956521739,0.08260869565217391,76.30434782608695,75.17391304347827,1.1304347826086882,1.2608695652173914,1.434782608695652,0.049002105092705,82.30434782608695
0,1,0,0,0,0,252,61,0.6234898018587336,0.7818314824680297,6.251086956521739,0.0,82.30434782608695,76.30434782608695,6.0,1.565217391304348,0.5652173913043478,0.04400031701886483,83.6086956521739
0,0,1,0,0,0,312,3,0.6234898018587334,-0.7818314824680299,12.918478260869565,0.002173913043478261,13.695652173913043,5.173913043478261,8.521739130434781,36.30434782608695,33.26086956521739,104.62526583486151,28.130434782608695
0,0,1,0,0,0,312,4,1.0,0.0,13.489855072463767,0.07608695652173914,28.130434782608695,13.695652173913043,14.434782608695652,16.217391304347824,24.08695652173913,98.59061548186564,9.590909090909092
0,0,1,0,0,0,312,5,0.6234898018587336,0.7818314824680297,8.159782608695652,0.06304347826086956,9.590909090909092,28.130434782608695,-18.539525691699602,7.3478260869565215,33.5,125.8967563992483,4.826086956521739
0,0,1,0,0,0,312,6,-0.22252093395631434,0.9749279121818236,10.460869565217392,0.0,4.826086956521739,9.590909090909092,-4.7648221343873525,13.173913043478262,37.34782608695652,124.36313389492715,12.826086956521738
0,0,1,0,0,0,312,7,-0.900968867902419,0.43388373911755823,10.741304347826087,0.0,12.826086956521738,4.826086956521739,7.999999999999999,13.08695652173913,35.391304347826086,123.34982981912391,4.478260869565218
0,0,1,0,0,0,312,8,-0.9009688679024191,-0.433883739117558,10.123913043478261,0.0,4.478260869565218,12.826086956521738,-8.34782608695652,18.565217391304348,37.869565217391305,123.41302603596843,1.565217391304348
0,0,1,0,0,0,312,9,-0.2225209339563146,-0.9749279121818235,10.32717391304348,0.004347826086956522,1.565217391304348,4.478260869565218,-2.91304347826087,21.956521739130434,34.43478260869565,126.04493630653072,13.130434782608695
0,0,1,0,0,0,312,10,0.6234898018587334,-0.7818314824680299,9.610869565217392,0.3239130434782609,13.130434782608695,1.565217391304348,11.565217391304348,15.304347826086957,31.47826086956522,110.79495001747765,23.391304347826086
0,0,1,0,0,0,312,11,1.0,0.0,7.186956521739131,0.002173913043478261,23.391304347826086,13.130434782608695,10.26086956521739,5.086956521739131,22.434782608695652,100.59098403797933,69.95652173913044
0,0,1,0,0,0,312,12,0.6234898018587336,0.7818314824680297,11.995652173913042,0.0,69.95652173913044,23.391304347826086,46.56521739130435,2.5833333333333335,8.347826086956522,127.5878571231391,25.681818181818183
0,0,1,0,0,0,312,13,-0.22252093395631434,0.9749279121818236,9.255434782608695,0.0,25.681818181818183,69.95652173913044,-44.27470355731225,32.166666666666664,43.04347826086956,125.83614119656436,3.9130434782608696
0,0,1,0,0,0,312,14,-0.900968867902419,0.43388373911755823,9.892391304347827,0.0,3.9130434782608696,25.681818181818183,-21.768774703557312,25.956521739130434,51.95652173913044,126.2736825378811,1.608695652173913
0,0,1,0,0,0,312,15,-0.9009688679024191,-0.433883739117558,8.16304347826087,0.12608695652173912,1.608695652173913,3.9130434782608696,-2.3043478260869565,23.47826086956522,43.56521739130435,128.2365166643277,12.043478260869565
0,0,1,0,0,0,312,16,-0.2225209339563146,-0.9749279121818235,6.4913043478260875,0.1,12.043478260869565,1.608695652173913,10.434782608695652,7.304347826086956,35.26086956521739,130.06129579266874,4.391304347826087
0,0,1,0,0,0,312,17,0.6234898018587334,-0.7818314824680299,7.7945652173913045,0.0,4.391304347826087,12.043478260869565,-7.652173913043478,13.652173913043478,30.304347826086957,106.92578559463749,6.565217391304348
0,0,1,0,0,0,312,18,1.0,0.0,8.418478260869565,0.0,6.565217391304348,4.391304347826087,2.1739130434782608,10.434782608695652,27.52173913043478,99.89789136727167,2.782608695652174
0,0,1,0,0,0,312,19,0.6234898018587336,0.7818314824680297,7.951086956521739,0.0,2.782608695652174,6.565217391304348,-3.782608695652174,13.652173913043478,32.43478260869565,128.3581252802844,1.0869565217391304
0,0,1,0,0,0,312,20,-0.22252093395631434,0.9749279121818236,7.440217391304348,0.09782608695652174,1.0869565217391304,2.782608695652174,-1.6956521739130435,19.869565217391305,35.17391304347826,132.0782905531385,5.782608695652174
