station_Borgo Valsugana,station_Parco S. Chiara,station_Rovereto,elevation,day,cos_week_day,sin_week_day,cos_hour,sin_hour,temperature,precipitation,PM2.5_1,PM2.5_2,PM2.5_3,PM2.5_diff_1,PM2.5_diff_2,NO2_1,power_area_50_1,power_area_50_2,target
1,0,0,410,1,-0.9009688679024191,-0.433883739117558,-1.8369701987210297e-16,-1.0,13.05,0.0,3.0,3.0,7.0,0.0,-4.0,26.0,18.89363133005911,14.937325351919927,4.0
1,0,0,410,1,-0.9009688679024191,-0.433883739117558,0.2588190451025203,-0.9659258262890684,12.4,0.0,4.0,3.0,3.0,1.0,1.0,29.0,20.10729609594999,18.89363133005911,9.0
1,0,0,410,1,-0.9009688679024191,-0.433883739117558,0.5,-0.8660254037844386,12.1,0.0,9.0,4.0,3.0,5.0,6.0,26.0,22.053695347605583,20.10729609594999,21.0
1,0,0,410,1,-0.9009688679024191,-0.433883739117558,0.7071067811865475,-0.7071067811865477,12.025,0.0,21.0,9.0,4.0,12.0,17.0,25.0,22.1816616820835,22.053695347605583,15.0
1,0,0,410,1,-0.9009688679024191,-0.433883739117558,0.8660254037844384,-0.5000000000000004,11.475,0.0,15.0,21.0,9.0,-6.0,6.0,22.0,20.35005446699916,22.1816616820835,16.0
1,0,0,410,1,-0.9009688679024191,-0.433883739117558,0.9659258262890681,-0.2588190451025215,10.925,0.0,16.0,15.0,21.0,1.0,-5.0,21.0,21.15484201456743,20.35005446699916,15.0
1,0,0,410,2,-0.2225209339563146,-0.9749279121818235,0.9659258262890683,0.25881904510252074,10.2,0.0,15.0,16.0,15.0,-1.0,0.0,16.0,17.251601901371952,21.15484201456743,17.0
1,0,0,410,2,-0.2225209339563146,-0.9749279121818235,0.8660254037844387,0.49999999999999994,10.225,0.0,17.0,15.0,16.0,2.0,1.0,14.0,13.831390666379905,17.251601901371952,17.0
1,0,0,410,2,-0.2225209339563146,-0.9749279121818235,0.7071067811865476,0.7071067811865475,10.0,0.0,17.0,17.0,15.0,0.0,2.0,15.0,12.991803854212437,13.831390666379905,18.0
1,0,0,410,2,-0.2225209339563146,-0.9749279121818235,0.5000000000000001,0.8660254037844386,10.1,0.0,18.0,17.0,17.0,1.0,1.0,12.0,13.006395202400595,12.991803854212437,18.0
1,0,0,410,2,-0.2225209339563146,-0.9749279121818235,0.25881904510252074,0.9659258262890683,9.975,0.0,18.0,18.0,17.0,0.0,1.0,12.0,13.123948180472429,13.006395202400595,19.0
1,0,0,410,2,-0.2225209339563146,-0.9749279121818235,6.123233995736766e-17,1.0,10.05,0.0,19.0,18.0,18.0,1.0,1.0,11.0,12.751025090014332,13.123948180472429,19.0
1,0,0,410,2,-0.2225209339563146,-0.9749279121818235,-0.5000000000000004,-0.8660254037844384,14.125,0.0,14.0,18.0,23.0,-4.0,-9.0,9.0,18.045923314886657,17.938028885264906,20.0
1,0,0,410,2,-0.2225209339563146,-0.9749279121818235,-0.25881904510252063,-0.9659258262890683,14.375,0.0,20.0,14.0,18.0,6.0,2.0,27.0,20.02713334578064,18.045923314886657,29.0
1,0,0,410,2,-0.2225209339563146,-0.9749279121818235,-1.8369701987210297e-16,-1.0,11.95,0.0,29.0,20.0,14.0,9.0,15.0,35.0,22.021066769073343,20.02713334578064,37.0
1,0,0,410,2,-0.2225209339563146,-0.9749279121818235,0.2588190451025203,-0.9659258262890684,10.375,0.0,37.0,29.0,20.0,8.0,17.0,38.0,25.18291500420635,22.021066769073343,38.0
1,0,0,410,2,-0.2225209339563146,-0.9749279121818235,0.5,-0.8660254037844386,10.975,0.0,38.0,37.0,29.0,1.0,9.0,32.0,24.99279483846548,25.18291500420635,29.0
1,0,0,410,2,-0.2225209339563146,-0.9749279121818235,0.7071067811865475,-0.7071067811865477,11.325,0.0,29.0,38.0,37.0,-9.0,-8.0,29.0,24.609751227745328,24.99279483846548,34.0
1,0,0,410,2,-0.2225209339563146,-0.9749279121818235,0.8660254037844384,-0.5000000000000004,11.125,0.0,34.0,29.0,38.0,5.0,-4.0,28.0,22.76242085611599,24.609751227745328,34.0
1,0,0,410,2,-0.2225209339563146,-0.9749279121818235,0.9659258262890681,-0.2588190451025215,11.25,0.0,34.0,34.0,29.0,0.0,5.0,29.0,19.40421740431966,22.76242085611599,37.0
1,0,0,410,3,0.6234898018587334,-0.7818314824680299,0.9659258262890683,0.25881904510252074,10.95,0.0,37.0,34.0,34.0,3.0,3.0,30.0,18.703815565089336,19.40421740431966,34.0
1,0,0,410,3,0.6234898018587334,-0.7818314824680299,0.8660254037844387,0.49999999999999994,10.75,0.0,34.0,37.0,34.0,-3.0,0.0,23.0,15.158273426331348,18.703815565089336,33.0
1,0,0,410,3,0.6234898018587334,-0.7818314824680299,0.7071067811865476,0.7071067811865475,10.55,0.0,33.0,34.0,37.0,-1.0,-4.0,19.0,14.102167531329089,15.158273426331348,32.0
1,0,0,410,3,0.6234898018587334,-0.7818314824680299,0.5000000000000001,0.8660254037844386,10.55,0.0,32.0,33.0,34.0,-1.0,-2.0,19.0,15.441557176717136,14.102167531329089,30.0
1,0,0,410,3,0.6234898018587334,-0.7818314824680299,0.25881904510252074,0.9659258262890683,10.525,0.0,30.0,32.0,33.0,-2.0,-3.0,16.0,13.538583691376946,15.441557176717136,28.0
1,0,0,410,3,0.6234898018587334,-0.7818314824680299,6.123233995736766e-17,1.0,10.675,0.0,28.0,30.0,32.0,-2.0,-4.0,11.0,14.633093410736963,13.538583691376946,27.0
1,0,0,410,3,0.6234898018587334,-0.7818314824680299,-0.25881904510252063,0.9659258262890683,10.4,0.0,27.0,28.0,30.0,-1.0,-3.0,10.0,14.175269354605346,14.633093410736963,23.0
1,0,0,410,3,0.6234898018587334,-0.7818314824680299,-0.4999999999999998,0.8660254037844388,10.55,0.0,23.0,27.0,28.0,-4.0,-5.0,11.0,15.840972759275497,14.175269354605346,17.0
1,0,0,410,3,0.6234898018587334,-0.7818314824680299,-0.7071067811865475,0.7071067811865476,10.675,0.0,17.0,23.0,27.0,-6.0,-10.0,10.0,17.710333636544625,15.840972759275497,16.0
1,0,0,410,3,0.6234898018587334,-0.7818314824680299,-0.8660254037844387,0.49999999999999994,10.8,0.45,16.0,17.0,23.0,-1.0,-7.0,15.0,16.192534882409618,17.710333636544625,15.0
1,0,0,410,3,0.6234898018587334,-0.7818314824680299,-0.9659258262890682,0.258819045102521,11.175,0.4,15.0,16.0,17.0,-1.0,-2.0,17.0,18.99999756101685,16.192534882409618,15.0
1,0,0,410,3,0.6234898018587334,-0.7818314824680299,-1.0,1.2246467991473532e-16,11.275,0.3,15.0,15.0,16.0,0.0,-1.0,22.0,17.755469795636564,18.99999756101685,8.0
1,0,0,410,3,0.6234898018587334,-0.7818314824680299,-0.9659258262890683,-0.2588190451025208,11.4,1.35,8.0,15.0,15.0,-7.0,-7.0,21.0,20.32269491782457,17.755469795636564,4.0
1,0,0,410,3,0.6234898018587334,-0.7818314824680299,-0.8660254037844388,-0.4999999999999998,11.925,0.15,4.0,8.0,15.0,-4.0,-11.0,20.0,17.043585387078124,20.32269491782457,5.0
1,0,0,410,3,0.6234898018587334,-0.7818314824680299,-0.7071067811865479,-0.7071067811865471,12.675,0.0,5.0,4.0,8.0,1.0,-3.0,14.0,17.16434249519477,17.043585387078124,6.0
1,0,0,410,3,0.6234898018587334,-0.7818314824680299,-0.5000000000000004,-0.8660254037844384,13.175,0.0,6.0,5.0,4.0,1.0,2.0,14.0,15.246508719795523,17.16434249519477,6.0
1,0,0,410,3,0.6234898018587334,-0.7818314824680299,-0.25881904510252063,-0.9659258262890683,12.8,0.25,6.0,6.0,5.0,0.0,1.0,16.0,16.536602127283427,15.246508719795523,6.0
1,0,0,410,3,0.6234898018587334,-0.7818314824680299,-1.8369701987210297e-16,-1.0,12.325,0.0,6.0,6.0,6.0,0.0,0.0,20.0,17.40771318159831,16.536602127283427,10.0
1,0,0,410,3,0.6234898018587334,-0.7818314824680299,0.2588190451025203,-0.9659258262890684,11.675,0.0,10.0,6.0,6.0,4.0,4.0,31.0,20.67258495742449,17.40771318159831,13.0
1,0,0,410,3,0.6234898018587334,-0.7818314824680299,0.5,-0.8660254037844386,11.075,0.0,13.0,10.0,6.0,3.0,7.0,27.0,22.95183587386528,20.67258495742449,13.0
1,0,0,410,3,0.6234898018587334,-0.7818314824680299,0.7071067811865475,-0.7071067811865477,10.15,0.0,13.0,13.0,10.0,0.0,3.0,31.0,23.742988783796967,22.95183587386528,7.0
1,0,0,410,3,0.6234898018587334,-0.7818314824680299,0.8660254037844384,-0.5000000000000004,8.725,0.0,7.0,13.0,13.0,-6.0,-6.0,21.0,20.130506671973464,23.742988783796967,8.0
1,0,0,410,3,0.6234898018587334,-0.7818314824680299,0.9659258262890681,-0.2588190451025215,7.4,0.0,8.0,7.0,13.0,1.0,-5.0,24.0,19.70802907787508,20.130506671973464,6.0
1,0,0,410,4,1.0,0.0,0.9659258262890683,0.25881904510252074,7.075,0.0,6.0,8.0,7.0,-2.0,-1.0,21.0,17.52928823197509,19.70802907787508,4.0
1,0,0,410,4,1.0,0.0,0.8660254037844387,0.49999999999999994,6.475,0.0,4.0,6.0,8.0,-2.0,-4.0,16.0,13.624436659974313,17.52928823197509,4.0
1,0,0,410,4,1.0,0.0,0.7071067811865476,0.7071067811865475,5.875,0.0,4.0,4.0,6.0,0.0,-2.0,16.0,13.851910238363422,13.624436659974313,4.0
1,0,0,410,4,1.0,0.0,0.5000000000000001,0.8660254037844386,5.375,0.0,4.0,4.0,4.0,0.0,0.0,13.0,14.53665164204207,13.851910238363422,3.0
1,0,0,410,4,1.0,0.0,0.25881904510252074,0.9659258262890683,5.575,0.0,3.0,4.0,4.0,-1.0,-1.0,12.0,13.977814008961538,14.53665164204207,3.0
1,0,0,410,4,1.0,0.0,6.123233995736766e-17,1.0,5.775,0.0,3.0,3.0,4.0,0.0,-1.0,14.0,14.508353381470574,13.977814008961538,3.0
1,0,0,410,4,1.0,0.0,-0.25881904510252063,0.9659258262890683,5.85,0.0,3.0,3.0,3.0,0.0,0.0,20.0,21.256057658453724,14.508353381470574,4.0
1,0,0,410,4,1.0,0.0,-0.4999999999999998,0.8660254037844388,6.1,0.0,4.0,3.0,3.0,1.0,1.0,24.0,36.518907249751614,21.256057658453724,5.0
1,0,0,410,4,1.0,0.0,-0.7071067811865475,0.7071067811865476,6.3,0.0,5.0,4.0,3.0,1.0,2.0,34.0,46.760095494878826,36.518907249751614,2.0
1,0,0,410,4,1.0,0.0,-0.8660254037844387,0.49999999999999994,7.15,0.0,2.0,5.0,4.0,-3.0,-2.0,30.0,53.387506545969394,46.760095494878826,2.0
1,0,0,410,4,1.0,0.0,-0.9659258262890682,0.258819045102521,8.325,0.0,2.0,2.0,5.0,0.0,-3.0,29.0,52.93170912455456,53.387506545969394,1.0
1,0,0,410,4,1.0,0.0,-1.0,1.2246467991473532e-16,9.425,0.0,1.0,2.0,2.0,-1.0,-1.0,25.0,52.44781145378478,52.93170912455456,1.0
1,0,0,410,4,1.0,0.0,-0.9659258262890683,-0.2588190451025208,10.075,0.0,1.0,1.0,2.0,0.0,-1.0,22.0,53.16619017021045,52.44781145378478,2.0
1,0,0,410,4,1.0,0.0,-0.8660254037844388,-0.4999999999999998,8.925,0.0,2.0,1.0,1.0,1.0,1.0,31.0,50.868171046173785,53.16619017021045,6.0
1,0,0,410,4,1.0,0.0,-0.7071067811865479,-0.7071067811865471,8.425,0.0,6.0,2.0,1.0,4.0,5.0,33.0,51.21480061238303,50.868171046173785,8.0
1,0,0,410,4,1.0,0.0,-0.5000000000000004,-0.8660254037844384,8.675,0.0,8.0,6.0,2.0,2.0,6.0,34.0,52.093518441374215,51.21480061238303,7.0
1,0,0,410,4,1.0,0.0,-0.25881904510252063,-0.9659258262890683,8.325,0.0,7.0,8.0,6.0,-1.0,1.0,31.0,51.17365965721937,52.093518441374215,11.0
1,0,0,410,4,1.0,0.0,-1.8369701987210297e-16,-1.0,8.15,0.1,11.0,7.0,8.0,4.0,3.0,34.0,49.83467182114567,51.17365965721937,20.0
1,0,0,410,4,1.0,0.0,0.2588190451025203,-0.9659258262890684,8.075,0.0,20.0,11.0,7.0,9.0,13.0,38.0,48.69746889589496,49.83467182114567,24.0
1,0,0,410,4,1.0,0.0,0.5,-0.8660254037844386,8.325,0.05,24.0,20.0,11.0,4.0,13.0,36.0,47.6021885607413,48.69746889589496,22.0
1,0,0,410,4,1.0,0.0,0.7071067811865475,-0.7071067811865477,8.4,0.1,22.0,24.0,20.0,-2.0,2.0,30.0,39.35213862406236,47.6021885607413,18.0
1,0,0,410,4,1.0,0.0,0.8660254037844384,-0.5000000000000004,8.45,0.15,18.0,22.0,24.0,-4.0,-6.0,32.0,32.123527843976376,39.35213862406236,19.0
1,0,0,410,4,1.0,0.0,0.9659258262890681,-0.2588190451025215,8.5,0.05,19.0,18.0,22.0,1.0,-3.0,31.0,24.94751167730601,32.123527843976376,19.0
1,0,0,410,5,0.6234898018587336,0.7818314824680297,0.9659258262890683,0.25881904510252074,8.475,0.1,19.0,19.0,18.0,0.0,1.0,30.0,20.7340935435987,24.94751167730601,14.0
1,0,0,410,5,0.6234898018587336,0.7818314824680297,0.8660254037844387,0.49999999999999994,8.649999999999999,0.05,14.0,19.0,19.0,-5.0,-5.0,26.0,16.93872857626823,20.7340935435987,14.0
1,0,0,410,5,0.6234898018587336,0.7818314824680297,0.7071067811865476,0.7071067811865475,8.75,0.0,14.0,14.0,19.0,0.0,-5.0,29.0,15.697567745286104,16.93872857626823,13.0
1,0,0,410,5,0.6234898018587336,0.7818314824680297,0.5000000000000001,0.8660254037844386,8.725,0.05,13.0,14.0,14.0,-1.0,-1.0,30.0,15.881299367971634,15.697567745286104,9.0
1,0,0,410,5,0.6234898018587336,0.7818314824680297,0.25881904510252074,0.9659258262890683,8.850000000000001,0.0,9.0,13.0,14.0,-4.0,-5.0,29.0,16.504795164681205,15.881299367971634,8.0
1,0,0,410,5,0.6234898018587336,0.7818314824680297,6.123233995736766e-17,1.0,8.75,0.0,8.0,9.0,13.0,-1.0,-5.0,28.0,14.439961192370124,16.504795164681205,8.0
1,0,0,410,5,0.6234898018587336,0.7818314824680297,-0.25881904510252063,0.9659258262890683,8.35,0.0,8.0,8.0,9.0,0.0,-1.0,26.0,23.065351008132108,14.439961192370124,10.0
1,0,0,410,5,0.6234898018587336,0.7818314824680297,-0.4999999999999998,0.8660254037844388,7.975,0.0,10.0,8.0,8.0,2.0,2.0,28.0,37.27424162162981,23.065351008132108,11.0
1,0,0,410,5,0.6234898018587336,0.7818314824680297,-0.7071067811865475,0.7071067811865476,7.825,0.0,11.0,10.0,8.0,1.0,3.0,31.0,48.67090637478573,37.27424162162981,10.0
1,0,0,410,5,0.6234898018587336,0.7818314824680297,-0.8660254037844387,0.49999999999999994,8.225,0.0,10.0,11.0,10.0,-1.0,0.0,30.0,51.68196550620721,48.67090637478573,8.0
1,0,0,410,5,0.6234898018587336,0.7818314824680297,-0.9659258262890682,0.258819045102521,10.05,0.0,8.0,10.0,11.0,-2.0,-3.0,23.0,47.03289831687093,51.68196550620721,5.0
1,0,0,410,5,0.6234898018587336,0.7818314824680297,-1.0,1.2246467991473532e-16,11.975,0.0,5.0,8.0,10.0,-3.0,-5.0,17.0,47.44001725547044,47.03289831687093,2.0
1,0,0,410,5,0.6234898018587336,0.7818314824680297,-0.9659258262890683,-0.2588190451025208,14.025,0.0,2.0,5.0,8.0,-3.0,-6.0,12.0,49.39989736052209,47.44001725547044,4.0
1,0,0,410,5,0.6234898018587336,0.7818314824680297,-0.8660254037844388,-0.4999999999999998,14.15,0.0,4.0,2.0,5.0,2.0,-1.0,2.0,45.4602902696586,49.39989736052209,4.0
1,0,0,410,5,0.6234898018587336,0.7818314824680297,-0.7071067811865479,-0.7071067811865471,13.6,0.0,4.0,4.0,2.0,0.0,2.0,18.0,45.92318743877934,45.4602902696586,3.0
1,0,0,410,5,0.6234898018587336,0.7818314824680297,-0.5000000000000004,-0.8660254037844384,14.0,0.0,3.0,4.0,4.0,-1.0,-1.0,16.0,46.88944433310708,45.92318743877934,4.0
1,0,0,410,5,0.6234898018587336,0.7818314824680297,-0.25881904510252063,-0.9659258262890683,13.425,0.0,4.0,3.0,4.0,1.0,0.0,20.0,50.85517480025514,46.88944433310708,9.0
1,0,0,410,5,0.6234898018587336,0.7818314824680297,-1.8369701987210297e-16,-1.0,10.35,0.0,9.0,4.0,3.0,5.0,6.0,30.0,52.80905385434712,50.85517480025514,24.0
1,0,0,410,5,0.6234898018587336,0.7818314824680297,0.2588190451025203,-0.9659258262890684,8.75,0.0,24.0,9.0,4.0,15.0,20.0,46.0,52.912753019132616,52.80905385434712,14.0
1,0,0,410,5,0.6234898018587336,0.7818314824680297,0.5,-0.8660254037844386,7.85,0.0,14.0,24.0,9.0,-10.0,5.0,42.0,49.38615611620733,52.912753019132616,26.0
1,0,0,410,5,0.6234898018587336,0.7818314824680297,0.7071067811865475,-0.7071067811865477,7.175,0.0,26.0,14.0,24.0,12.0,2.0,36.0,44.24995887718296,49.38615611620733,24.0
1,0,0,410,5,0.6234898018587336,0.7818314824680297,0.8660254037844384,-0.5000000000000004,7.025,0.0,24.0,26.0,14.0,-2.0,10.0,29.0,38.17617787022293,44.24995887718296,19.0
1,0,0,410,5,0.6234898018587336,0.7818314824680297,0.9659258262890681,-0.2588190451025215,6.45,0.0,19.0,24.0,26.0,-5.0,-7.0,25.0,28.34671625070208,38.17617787022293,23.0
1,0,0,410,6,-0.22252093395631434,0.9749279121818236,0.9659258262890683,0.25881904510252074,6.825,0.0,23.0,19.0,24.0,4.0,-1.0,23.0,21.652581843734296,28.34671625070208,18.0
1,0,0,410,6,-0.22252093395631434,0.9749279121818236,0.8660254037844387,0.49999999999999994,6.525,0.0,18.0,23.0,19.0,-5.0,-1.0,16.0,15.870018465260031,21.652581843734296,15.0
1,0,0,410,6,-0.22252093395631434,0.9749279121818236,0.7071067811865476,0.7071067811865475,6.575,0.0,15.0,18.0,23.0,-3.0,-8.0,17.0,16.033583995605635,15.870018465260031,12.0
1,0,0,410,6,-0.22252093395631434,0.9749279121818236,0.5000000000000001,0.8660254037844386,6.675,0.0,12.0,15.0,18.0,-3.0,-6.0,17.0,16.635104251007103,16.033583995605635,11.0
1,0,0,410,6,-0.22252093395631434,0.9749279121818236,0.25881904510252074,0.9659258262890683,6.75,0.0,11.0,12.0,15.0,-1.0,-4.0,17.0,15.415569118834473,16.635104251007103,9.0
1,0,0,410,6,-0.22252093395631434,0.9749279121818236,6.123233995736766e-17,1.0,7.075,0.0,9.0,11.0,12.0,-2.0,-3.0,18.0,15.53569232572051,15.415569118834473,10.0
1,0,0,410,6,-0.22252093395631434,0.9749279121818236,-0.25881904510252063,0.9659258262890683,7.35,0.0,10.0,9.0,11.0,1.0,-1.0,22.0,22.81995531679175,15.53569232572051,10.0
1,0,0,410,6,-0.22252093395631434,0.9749279121818236,-0.4999999999999998,0.8660254037844388,7.725,0.0,10.0,10.0,9.0,0.0,1.0,32.0,36.49617695364695,22.81995531679175,10.0
1,0,0,410,6,-0.22252093395631434,0.9749279121818236,-0.7071067811865475,0.7071067811865476,7.324999999999999,0.0,10.0,10.0,10.0,0.0,0.0,38.0,46.99789953936801,36.49617695364695,9.0
1,0,0,410,6,-0.22252093395631434,0.9749279121818236,-0.8660254037844387,0.49999999999999994,9.625,0.0,9.0,10.0,10.0,-1.0,-1.0,36.0,48.709381254814005,46.99789953936801,8.0
1,0,0,410,6,-0.22252093395631434,0.9749279121818236,-0.9659258262890682,0.258819045102521,11.45,0.0,8.0,9.0,10.0,-1.0,-2.0,26.0,48.44550687757196,48.709381254814005,6.0
1,0,0,410,6,-0.22252093395631434,0.9749279121818236,-1.0,1.2246467991473532e-16,13.55,0.0,6.0,8.0,9.0,-2.0,-3.0,22.0,46.77285973387743,48.44550687757196,5.0
1,0,0,410,6,-0.22252093395631434,0.9749279121818236,-0.9659258262890683,-0.2588190451025208,14.725,0.0,5.0,6.0,8.0,-1.0,-3.0,24.0,46.81737557492345,46.77285973387743,4.0
1,0,0,410,6,-0.22252093395631434,0.9749279121818236,-0.8660254037844388,-0.4999999999999998,16.0,0.0,4.0,5.0,6.0,-1.0,-2.0,16.0,41.30317440624488,46.81737557492345,4.0
1,0,0,410,6,-0.22252093395631434,0.9749279121818236,-0.7071067811865479,-0.7071067811865471,15.85,0.0,4.0,4.0,5.0,0.0,-1.0,14.0,43.03423700569897,41.30317440624488,4.0
1,0,0,410,6,-0.22252093395631434,0.9749279121818236,-0.5000000000000004,-0.8660254037844384,15.65,0.0,4.0,4.0,4.0,0.0,0.0,19.0,42.60635775490705,43.03423700569897,4.0
1,0,0,410,6,-0.22252093395631434,0.9749279121818236,-0.25881904510252063,-0.9659258262890683,14.925,0.0,4.0,4.0,4.0,0.0,0.0,21.0,48.22648217547397,42.60635775490705,3.0
1,0,0,410,6,-0.22252093395631434,0.9749279121818236,-1.8369701987210297e-16,-1.0,12.575,0.0,3.0,4.0,4.0,-1.0,-1.0,29.0,51.93130554133758,48.22648217547397,4.0
1,0,0,410,6,-0.22252093395631434,0.9749279121818236,0.2588190451025203,-0.9659258262890684,11.525,0.0,4.0,3.0,4.0,1.0,0.0,41.0,52.3541955076323,51.93130554133758,5.0
1,0,0,410,6,-0.22252093395631434,0.9749279121818236,0.5,-0.8660254037844386,10.275,0.0,5.0,4.0,3.0,1.0,2.0,47.0,48.726512487237294,52.3541955076323,8.0
1,0,0,410,6,-0.22252093395631434,0.9749279121818236,0.7071067811865475,-0.7071067811865477,8.35,0.0,8.0,5.0,4.0,3.0,4.0,46.0,42.222438327682426,48.726512487237294,10.0
1,0,0,410,6,-0.22252093395631434,0.9749279121818236,0.8660254037844384,-0.5000000000000004,7.25,0.0,10.0,8.0,5.0,2.0,5.0,40.0,31.742420555734935,42.222438327682426,10.0
1,0,0,410,6,-0.22252093395631434,0.9749279121818236,0.9659258262890681,-0.2588190451025215,6.025,0.0,10.0,10.0,8.0,0.0,2.0,33.0,27.23754526322397,31.742420555734935,11.0
1,0,0,410,7,-0.900968867902419,0.43388373911755823,0.9659258262890683,0.25881904510252074,5.775,0.0,11.0,10.0,10.0,1.0,1.0,29.0,21.085880853300026,27.23754526322397,10.0
1,0,0,410,7,-0.900968867902419,0.43388373911755823,0.8660254037844387,0.49999999999999994,4.775,0.0,10.0,11.0,10.0,-1.0,0.0,23.0,18.03807290067465,21.085880853300026,7.0
1,0,0,410,7,-0.900968867902419,0.43388373911755823,0.7071067811865476,0.7071067811865475,5.05,0.0,7.0,10.0,11.0,-3.0,-4.0,20.0,16.306332750567872,18.03807290067465,7.0
1,0,0,410,7,-0.900968867902419,0.43388373911755823,0.5000000000000001,0.8660254037844386,4.7,0.0,7.0,7.0,10.0,0.0,-3.0,18.0,17.01981732206823,16.306332750567872,5.0
1,0,0,410,7,-0.900968867902419,0.43388373911755823,0.25881904510252074,0.9659258262890683,4.475,0.0,5.0,7.0,7.0,-2.0,-2.0,16.0,16.394910388051127,17.01981732206823,4.0
1,0,0,410,7,-0.900968867902419,0.43388373911755823,6.123233995736766e-17,1.0,4.7,0.0,4.0,5.0,7.0,-1.0,-3.0,16.0,15.241718475912316,16.394910388051127,5.0
1,0,0,410,7,-0.900968867902419,0.43388373911755823,-0.25881904510252063,0.9659258262890683,4.325,0.0,5.0,4.0,5.0,1.0,0.0,18.0,23.535373629207378,15.241718475912316,7.0
1,0,0,410,7,-0.900968867902419,0.43388373911755823,-0.4999999999999998,0.8660254037844388,4.025,0.0,7.0,5.0,4.0,2.0,3.0,27.0,34.59492424717027,23.535373629207378,13.0
1,0,0,410,7,-0.900968867902419,0.43388373911755823,-0.7071067811865475,0.7071067811865476,4.45,0.0,13.0,7.0,5.0,6.0,8.0,37.0,47.41034854943176,34.59492424717027,17.0
1,0,0,410,7,-0.900968867902419,0.43388373911755823,-0.8660254037844387,0.49999999999999994,6.975,0.0,17.0,13.0,7.0,4.0,10.0,36.0,52.44867145227005,47.41034854943176,9.0
1,0,0,410,7,-0.900968867902419,0.43388373911755823,-0.9659258262890682,0.258819045102521,9.475,0.0,9.0,17.0,13.0,-8.0,-4.0,23.0,52.75424779848754,52.44867145227005,6.0
1,0,0,410,7,-0.900968867902419,0.43388373911755823,-1.0,1.2246467991473532e-16,11.35,0.0,6.0,9.0,17.0,-3.0,-11.0,19.0,50.65820034027144,52.75424779848754,5.0
1,0,0,410,7,-0.900968867902419,0.43388373911755823,-0.9659258262890683,-0.2588190451025208,13.1,0.0,5.0,6.0,9.0,-1.0,-4.0,12.0,49.198296230822834,50.65820034027144,6.0
1,0,0,410,7,-0.900968867902419,0.43388373911755823,-0.8660254037844388,-0.4999999999999998,13.675,0.0,6.0,5.0,6.0,1.0,0.0,13.0,46.17019638186773,49.198296230822834,7.0
1,0,0,410,7,-0.900968867902419,0.43388373911755823,-0.7071067811865479,-0.7071067811865471,14.375,0.0,7.0,6.0,5.0,1.0,2.0,17.0,47.72869559204775,46.17019638186773,8.0
