day,cos_week_day,sin_week_day,PM10_mean_1,NO2_mean_1,daily_AQI_1,power_area_50_1,PM10_mean_2,NO2_mean_2,daily_AQI_2,power_area_50_2,PM10_mean_diff_1,NO2_mean_diff_1,daily_AQI_diff_1,PM10_mean_diff_2,NO2_mean_diff_2,daily_AQI_diff_2,temperature,precipitation,target
19,0.6234898018587336,0.7818314824680297,20.391304347826086,23.782608695652176,27.043478260869566,37.62208137528542,17.47826086956522,17.82608695652174,25.80952380952381,18.90811871094111,2.9130434782608674,5.956521739130437,1.233954451345756,-1.6521739130434803,1.0,-11.400966183574877,7.689130434782609,0.0,1
20,-0.22252093395631434,0.9749279121818236,27.782608695652176,32.04347826086956,30.3768115942029,39.953714691997156,20.391304347826086,23.782608695652176,27.043478260869566,37.62208137528542,7.39130434782609,8.260869565217387,3.333333333333332,10.304347826086957,14.217391304347824,4.567287784679088,7.128260869565217,0.20434782608695654,1
21,-0.900968867902419,0.43388373911755823,17.391304347826086,31.0,22.22222222222222,39.95596297940617,27.782608695652176,32.04347826086956,30.3768115942029,39.953714691997156,-10.39130434782609,-1.0434782608695627,-8.154589371980677,-3.0,7.217391304347824,-4.821256038647345,8.009782608695652,0.04130434782608696,1
22,-0.9009688679024191,-0.433883739117558,9.869565217391305,18.695652173913043,15.217391304347826,41.17396356933174,17.391304347826086,31.0,22.22222222222222,39.95596297940617,-7.521739130434781,-12.304347826086957,-7.004830917874395,-17.91304347826087,-13.34782608695652,-15.159420289855072,4.6706521739130435,0.10652173913043479,1
23,-0.2225209339563146,-0.9749279121818235,13.695652173913043,32.78260869565217,23.6,38.18277598412425,9.869565217391305,18.695652173913043,15.217391304347826,41.17396356933174,3.8260869565217384,14.086956521739129,8.382608695652175,-3.695652173913043,1.782608695652172,1.37777777777778,3.2271739130434782,0.02391304347826087,1
24,0.6234898018587334,-0.7818314824680299,26.565217391304348,34.82608695652174,39.30434782608695,23.273428782798156,13.695652173913043,32.78260869565217,23.6,38.18277598412425,12.869565217391305,2.04347826086957,15.704347826086952,16.695652173913043,16.1304347826087,24.086956521739125,2.48804347826087,0.1565217391304348,1
25,1.0,0.0,20.73913043478261,22.52173913043478,30.09090909090909,18.806151071958908,26.565217391304348,34.82608695652174,39.30434782608695,23.273428782798156,-5.826086956521738,-12.30434782608696,-9.213438735177863,7.043478260869566,-10.26086956521739,6.4909090909090885,5.28695652173913,0.03695652173913044,1
26,0.6234898018587336,0.7818314824680297,9.0,26.956521739130434,13.478260869565217,38.17054426566548,20.73913043478261,22.52173913043478,30.09090909090909,18.806151071958908,-11.73913043478261,4.434782608695652,-16.612648221343875,-17.565217391304348,-7.869565217391308,-25.826086956521735,3.6934782608695653,0.0,1
27,-0.22252093395631434,0.9749279121818236,10.217391304347826,22.35,14.26086956521739,39.07011983555663,9.0,26.956521739130434,13.478260869565217,38.17054426566548,1.2173913043478262,-4.606521739130432,0.7826086956521738,-10.521739130434783,-0.17173913043477995,-15.8300395256917,2.235869565217391,0.0,1
28,-0.900968867902419,0.43388373911755823,20.347826086956523,40.869565217391305,23.217391304347824,39.98131040053226,10.217391304347826,22.35,14.26086956521739,39.07011983555663,10.130434782608697,18.519565217391303,8.956521739130434,11.347826086956523,13.913043478260871,9.739130434782608,0.7771739130434783,0.0,0
29,-0.9009688679024191,-0.433883739117558,39.69565217391305,45.30434782608695,60.0,40.81021783306116,20.347826086956523,40.869565217391305,23.217391304347824,39.98131040053226,19.347826086956523,4.434782608695649,36.78260869565217,29.47826086956522,22.954347826086952,45.73913043478261,-1.1217391304347826,0.0,0
30,-0.2225209339563146,-0.9749279121818235,43.08695652173913,45.08695652173913,61.84347826086957,38.59333037316212,39.69565217391305,45.30434782608695,60.0,40.81021783306116,3.391304347826086,-0.21739130434782084,1.843478260869567,22.73913043478261,4.217391304347828,38.626086956521746,-0.558695652173913,0.0,0
31,0.6234898018587334,-0.7818314824680299,51.52173913043478,44.08695652173913,67.51304347826087,23.31383661373376,43.08695652173913,45.08695652173913,61.84347826086957,38.59333037316212,8.434782608695649,-1.0,5.669565217391302,11.826086956521735,-1.2173913043478208,7.513043478260869,0.7608695652173914,0.0,0
32,1.0,0.0,36.34782608695652,36.91304347826087,53.565217391304344,19.286925457367467,51.52173913043478,44.08695652173913,67.51304347826087,23.31383661373376,-15.173913043478258,-7.173913043478265,-13.947826086956525,-6.739130434782609,-8.173913043478265,-8.278260869565223,0.02499999999999996,0.0,0
33,0.6234898018587336,0.7818314824680297,45.391304347826086,53.08695652173913,62.81739130434782,39.49497980787761,36.34782608695652,36.91304347826087,53.565217391304344,19.286925457367467,9.043478260869563,16.173913043478265,9.252173913043478,-6.130434782608695,9.0,-4.695652173913047,0.5630434782608695,0.0,0
34,-0.22252093395631434,0.9749279121818236,45.26086956521739,52.69565217391305,61.14782608695652,41.40684853879599,45.391304347826086,53.08695652173913,62.81739130434782,39.49497980787761,-0.13043478260869534,-0.39130434782608603,-1.6695652173913018,8.913043478260867,15.78260869565218,7.582608695652176,0.4054347826086957,0.0,0
35,-0.900968867902419,0.43388373911755823,47.91304347826087,59.82608695652174,61.6695652173913,42.40825966122472,45.26086956521739,52.69565217391305,61.14782608695652,41.40684853879599,2.6521739130434767,7.130434782608695,0.5217391304347814,2.5217391304347814,6.739130434782609,-1.1478260869565204,1.1,0.0,0
36,-0.9009688679024191,-0.433883739117558,52.17391304347826,53.869565217391305,63.37391304347826,41.17311296683275,47.91304347826087,59.82608695652174,61.6695652173913,42.40825966122472,4.260869565217391,-5.956521739130437,1.7043478260869591,6.913043478260867,1.173913043478258,2.2260869565217405,1.3456521739130434,0.0,0
37,-0.2225209339563146,-0.9749279121818235,33.08695652173913,42.69565217391305,41.04347826086956,40.95974831849329,52.17391304347826,53.869565217391305,63.37391304347826,41.17311296683275,-19.086956521739125,-11.173913043478258,-22.330434782608698,-14.826086956521735,-17.130434782608695,-20.62608695652174,4.192391304347826,0.0,1
38,0.6234898018587334,-0.7818314824680299,30.47826086956522,42.0,38.34782608695652,25.643524357531504,33.08695652173913,42.69565217391305,41.04347826086956,40.95974831849329,-2.608695652173914,-0.6956521739130466,-2.6956521739130395,-21.69565217391304,-11.869565217391305,-25.026086956521738,3.7054347826086955,0.0,0
39,1.0,0.0,42.78260869565217,42.391304347826086,63.130434782608695,20.054605327823616,30.47826086956522,42.0,38.34782608695652,25.643524357531504,12.304347826086953,0.39130434782608603,24.782608695652172,9.69565217391304,-0.30434782608696054,22.086956521739133,-1.0543478260869565,0.0,0
40,0.6234898018587336,0.7818314824680297,50.285714285714285,50.1,65.14285714285714,40.56319479293805,42.78260869565217,42.391304347826086,63.130434782608695,20.054605327823616,7.503105590062113,7.708695652173915,2.0124223602484435,19.807453416149066,8.100000000000001,26.795031055900616,-0.5619047619047619,0.0,0
41,-0.22252093395631434,0.9749279121818236,56.608695652173914,53.69565217391305,67.30434782608695,41.50971689468782,50.285714285714285,50.1,65.14285714285714,40.56319479293805,6.322981366459629,3.595652173913045,2.1614906832298146,13.826086956521742,11.30434782608696,4.173913043478258,2.1293478260869567,0.0,0
42,-0.900968867902419,0.43388373911755823,47.130434782608695,49.0,65.70434782608696,42.08876689076613,56.608695652173914,53.69565217391305,67.30434782608695,41.50971689468782,-9.478260869565219,-4.695652173913047,-1.5999999999999943,-3.1552795031055894,-1.1000000000000014,0.5614906832298203,1.55,0.0,0
43,-0.9009688679024191,-0.433883739117558,44.73913043478261,46.21739130434783,65.18260869565218,40.34711216615224,47.130434782608695,49.0,65.70434782608696,42.08876689076613,-2.391304347826086,-2.782608695652172,-0.5217391304347814,-11.869565217391305,-7.478260869565219,-2.1217391304347757,1.075,0.0,0
44,-0.2225209339563146,-0.9749279121818235,41.52173913043478,49.69565217391305,62.19130434782609,40.60463067231553,44.73913043478261,46.21739130434783,65.18260869565218,40.34711216615224,-3.217391304347828,3.4782608695652186,-2.9913043478260875,-5.608695652173914,0.6956521739130466,-3.513043478260869,1.157608695652174,0.0,0
45,0.6234898018587334,-0.7818314824680299,38.391304347826086,43.78260869565217,62.643478260869564,23.24535861616113,41.52173913043478,49.69565217391305,62.19130434782609,40.60463067231553,-3.1304347826086953,-5.9130434782608745,0.4521739130434739,-6.347826086956523,-2.434782608695656,-2.5391304347826136,1.091304347826087,0.0,0
46,1.0,0.0,39.34782608695652,42.91304347826087,63.130434782608695,20.657307941956976,38.391304347826086,43.78260869565217,62.643478260869564,23.24535861616113,0.9565217391304373,-0.8695652173913047,0.4869565217391312,-2.173913043478258,-6.782608695652179,0.939130434782605,2.4619565217391304,0.0,0
47,0.6234898018587336,0.7818314824680297,42.30434782608695,54.78260869565217,62.3304347826087,39.49552991907836,39.34782608695652,42.91304347826087,63.130434782608695,20.657307941956976,2.95652173913043,11.869565217391305,-0.7999999999999972,3.9130434782608674,11.0,-0.313043478260866,1.0695652173913044,0.0,0
48,-0.22252093395631434,0.9749279121818236,47.34782608695652,53.608695652173914,65.07826086956521,40.84083310815513,42.30434782608695,54.78260869565217,62.3304347826087,39.49552991907836,5.04347826086957,-1.173913043478258,2.7478260869565148,8.0,10.695652173913047,1.9478260869565176,0.5608695652173913,0.0,0
49,-0.900968867902419,0.43388373911755823,51.869565217391305,54.47826086956522,67.06086956521739,28.21327840078607,47.34782608695652,53.608695652173914,65.07826086956521,40.84083310815513,4.521739130434781,0.8695652173913047,1.982608695652175,9.565217391304351,-0.30434782608695343,4.73043478260869,-0.03586956521739129,0.0,0
50,-0.9009688679024191,-0.433883739117558,65.43478260869566,52.73913043478261,75.72173913043478,38.931187522497986,51.869565217391305,54.47826086956522,67.06086956521739,28.21327840078607,13.565217391304351,-1.7391304347826093,8.660869565217396,18.086956521739133,-0.8695652173913047,10.643478260869571,-0.6032608695652174,0.0,0
51,-0.2225209339563146,-0.9749279121818235,67.95652173913044,50.869565217391305,77.18260869565218,28.961274545601533,65.43478260869566,52.73913043478261,75.72173913043478,38.931187522497986,2.5217391304347814,-1.8695652173913047,1.4608695652173935,16.086956521739133,-3.608695652173914,10.12173913043479,2.3347826086956522,0.0,0
52,0.6234898018587334,-0.7818314824680299,66.65217391304348,36.08695652173913,78.50434782608696,26.77084744534785,67.95652173913044,50.869565217391305,77.18260869565218,28.961274545601533,-1.3043478260869534,-14.782608695652172,1.3217391304347785,1.217391304347828,-16.652173913043477,2.782608695652172,4.2423913043478265,0.0,0
53,1.0,0.0,68.08695652173913,28.652173913043477,78.57391304347826,23.45422081972269,66.65217391304348,36.08695652173913,78.50434782608696,26.77084744534785,1.4347826086956417,-7.434782608695656,0.0695652173913004,0.13043478260868824,-22.217391304347828,1.391304347826079,4.511956521739131,0.002173913043478261,0
54,0.6234898018587336,0.7818314824680297,64.26086956521739,32.69565217391305,76.90434782608696,30.151842446513484,68.08695652173913,28.652173913043477,78.57391304347826,23.45422081972269,-3.826086956521735,4.04347826086957,-1.6695652173912947,-2.391304347826093,-3.391304347826086,-1.5999999999999943,5.885869565217392,0.0,0
55,-0.22252093395631434,0.9749279121818236,53.130434782608695,30.82608695652174,69.70434782608696,25.757481986115394,64.26086956521739,32.69565217391305,76.90434782608696,30.151842446513484,-11.130434782608695,-1.8695652173913082,-7.200000000000003,-14.95652173913043,2.1739130434782616,-8.869565217391298,5.632608695652174,0.017391304347826087,1
56,-0.900968867902419,0.43388373911755823,22.26086956521739,22.043478260869566,30.869565217391305,22.00605210569486,53.130434782608695,30.82608695652174,69.70434782608696,25.757481986115394,-30.869565217391305,-8.782608695652172,-38.834782608695654,-42.0,-10.65217391304348,-46.03478260869566,6.566304347826088,0.23695652173913045,1
57,-0.9009688679024191,-0.433883739117558,8.434782608695652,19.695652173913043,12.842105263157896,22.50453501027771,22.26086956521739,22.043478260869566,30.869565217391305,22.00605210569486,-13.826086956521738,-2.3478260869565233,-18.027459954233407,-44.69565217391305,-11.130434782608695,-56.86224256292906,4.967391304347826,0.8826086956521739,1
58,-0.2225209339563146,-0.9749279121818235,22.73913043478261,36.17391304347826,36.17391304347826,25.497939969442033,8.434782608695652,19.695652173913043,12.842105263157896,22.50453501027771,14.304347826086957,16.478260869565215,23.33180778032036,0.4782608695652186,14.130434782608692,5.304347826086953,3.365217391304348,0.0,0
59,0.6234898018587334,-0.7818314824680299,30.73913043478261,25.434782608695652,55.47826086956522,24.612335702877953,22.73913043478261,36.17391304347826,36.17391304347826,25.497939969442033,8.0,-10.739130434782606,19.30434782608696,22.304347826086957,5.739130434782609,42.63615560640732,1.0847826086956522,0.0,1
60,1.0,0.0,23.82608695652174,27.608695652173914,36.43478260869565,22.838946335287286,30.73913043478261,25.434782608695652,55.47826086956522,24.612335702877953,-6.913043478260871,2.1739130434782616,-19.04347826086957,1.086956521739129,-8.565217391304344,0.2608695652173907,4.818478260869566,0.021739130434782608,1
61,0.6234898018587336,0.7818314824680297,23.956521739130434,37.0,32.52173913043478,25.40367412833717,23.82608695652174,27.608695652173914,36.43478260869565,22.838946335287286,0.13043478260869534,9.391304347826086,-3.9130434782608674,-6.782608695652176,11.565217391304348,-22.956521739130437,1.7206521739130434,0.0,1
6,-0.22252093395631434,0.9749279121818236,1.1111111111111112,4.695652173913044,14.076086956521738,0.03702584823091243,2.347826086956522,2.652173913043478,18.543478260869566,0.04317666561412027,-1.2367149758454108,2.043478260869566,-4.467391304347828,-3.7584541062801935,1.1739130434782612,-3.0652173913043477,12.229347826086956,0.0,1
7,-0.900968867902419,0.43388373911755823,1.2777777777777777,4.478260869565218,15.271739130434783,0.03602643516719288,1.1111111111111112,4.695652173913044,14.076086956521738,0.03702584823091243,0.16666666666666652,-0.21739130434782616,1.1956521739130448,-1.0700483091787443,1.8260869565217397,-3.271739130434783,12.743478260869566,0.0,1
8,-0.9009688679024191,-0.433883739117558,4.0,6.173913043478261,15.532608695652174,0.03585337225730705,1.2777777777777777,4.478260869565218,15.271739130434783,0.03602643516719288,2.7222222222222223,1.695652173913043,0.2608695652173907,2.888888888888889,1.4782608695652169,1.4565217391304355,12.054347826086957,0.0,1
9,-0.2225209339563146,-0.9749279121818235,9.695652173913043,8.130434782608695,12.173913043478262,0.043446380657436584,4.0,6.173913043478261,15.532608695652174,0.03585337225730705,5.695652173913043,1.9565217391304346,-3.358695652173912,8.417874396135264,3.6521739130434776,-3.0978260869565215,12.680434782608694,0.002173913043478261,1
13,-0.22252093395631434,0.9749279121818236,1.65,4.611111111111111,15.5,0.04572160141992546,9.695652173913043,8.130434782608695,12.173913043478262,0.043446380657436584,-8.045652173913043,-3.5193236714975846,3.3260869565217384,-2.35,-1.56280193236715,-0.032608695652173836,11.635,0.32249999999999995,1
14,-0.900968867902419,0.43388373911755823,3.6666666666666665,3.3333333333333335,17.708333333333332,0.05875426792364987,1.65,4.611111111111111,15.5,0.04572160141992546,2.0166666666666666,-1.2777777777777772,2.208333333333332,-6.028985507246377,-4.797101449275361,5.5344202898550705,10.237499999999999,0.0,1
15,-0.9009688679024191,-0.433883739117558,9.842105263157896,7.217391304347826,11.869565217391305,0.043082544004534,3.6666666666666665,3.3333333333333335,17.708333333333332,0.05875426792364987,6.1754385964912295,3.8840579710144927,-5.8387681159420275,8.192105263157895,2.6062801932367154,-3.6304347826086953,10.141304347826088,0.11521739130434783,1
16,-0.2225209339563146,-0.9749279121818235,0.8695652173913043,3.347826086956522,12.83695652173913,0.04648105402396562,9.842105263157896,7.217391304347826,11.869565217391305,0.043082544004534,-8.972540045766591,-3.869565217391304,0.9673913043478262,-2.7971014492753623,0.01449275362318847,-4.871376811594201,8.363043478260868,0.05652173913043478,1
17,0.6234898018587334,-0.7818314824680299,2.5217391304347827,1.826086956521739,16.0,0.040169318273823945,0.8695652173913043,3.347826086956522,12.83695652173913,0.04648105402396562,1.6521739130434785,-1.521739130434783,3.163043478260869,-7.320366132723112,-5.391304347826087,4.130434782608695,9.707608695652175,0.0,1
18,1.0,0.0,11.869565217391305,2.260869565217391,12.815217391304348,0.04453232531778799,2.5217391304347827,1.826086956521739,16.0,0.040169318273823945,9.347826086956522,0.4347826086956521,-3.1847826086956523,11.0,-1.0869565217391308,-0.02173913043478315,10.451086956521738,0.0,1
19,0.6234898018587336,0.7818314824680297,2.608695652173913,1.5217391304347827,15.4625,0.04479816067524892,11.869565217391305,2.260869565217391,12.815217391304348,0.04453232531778799,-9.26086956521739,-0.7391304347826084,2.6472826086956527,0.08695652173913038,-0.3043478260869563,-0.5374999999999996,9.810869565217391,0.0,1
20,-0.22252093395631434,0.9749279121818236,1.2608695652173914,1.3478260869565217,18.58695652173913,0.0446800867743502,2.608695652173913,1.5217391304347827,15.4625,0.04479816067524892,-1.3478260869565217,-0.17391304347826098,3.1244565217391287,-10.608695652173914,-0.9130434782608694,5.771739130434781,10.158695652173913,0.03695652173913044,1
21,-0.900968867902419,0.43388373911755823,5.304347826086956,2.6956521739130435,18.83695652173913,0.043055218079507664,1.2608695652173914,1.3478260869565217,18.58695652173913,0.0446800867743502,4.0434782608695645,1.3478260869565217,0.25,2.695652173913043,1.1739130434782608,3.3744565217391287,9.2,0.14565217391304347,1
22,-0.9009688679024191,-0.433883739117558,1.0,3.130434782608696,17.52173913043478,0.04529845761476799,5.304347826086956,2.6956521739130435,18.83695652173913,0.043055218079507664,-4.304347826086956,0.43478260869565233,-1.3152173913043477,-0.26086956521739135,1.782608695652174,-1.0652173913043477,6.3489130434782615,0.16521739130434782,1
23,-0.2225209339563146,-0.9749279121818235,2.260869565217391,1.6956521739130435,20.43478260869565,0.04715610072058938,1.0,3.130434782608696,17.52173913043478,0.04529845761476799,1.2608695652173911,-1.4347826086956523,2.9130434782608674,-3.043478260869565,-1.0,1.5978260869565197,5.000724637681159,0.08550724637681159,1
24,0.6234898018587334,-0.7818314824680299,4.0,2.9130434782608696,18.195652173913043,0.04975457434620674,2.260869565217391,1.6956521739130435,20.43478260869565,0.04715610072058938,1.7391304347826089,1.2173913043478262,-2.2391304347826058,3.0,-0.21739130434782616,0.6739130434782616,8.056521739130435,0.0,1
25,1.0,0.0,2.260869565217391,4.478260869565218,13.217391304347826,0.04562586035543677,4.0,2.9130434782608696,18.195652173913043,0.04975457434620674,-1.7391304347826089,1.5652173913043481,-4.978260869565217,0.0,2.7826086956521743,-7.217391304347823,9.863043478260868,0.0,1
26,0.6234898018587336,0.7818314824680297,1.8695652173913044,1.826086956521739,18.858695652173914,0.04041221354546186,2.260869565217391,4.478260869565218,13.217391304347826,0.04562586035543677,-0.3913043478260867,-2.6521739130434785,5.641304347826088,-2.1304347826086953,-1.0869565217391306,0.663043478260871,7.6521739130434785,0.0,1
27,-0.22252093395631434,0.9749279121818236,2.8260869565217392,3.130434782608696,19.315217391304348,0.03904086719698805,1.8695652173913044,1.826086956521739,18.858695652173914,0.04041221354546186,0.9565217391304348,1.3043478260869568,0.4565217391304337,0.5652173913043481,-1.347826086956522,6.0978260869565215,4.646739130434782,0.0,1
28,-0.900968867902419,0.43388373911755823,4.260869565217392,3.260869565217391,17.91304347826087,0.056259614444174516,2.8260869565217392,3.130434782608696,19.315217391304348,0.03904086719698805,1.4347826086956523,0.13043478260869534,-1.4021739130434767,2.391304347826087,1.434782608695652,-0.945652173913043,3.2967391304347826,0.0,1
29,-0.9009688679024191,-0.433883739117558,3.869565217391304,3.347826086956522,18.58695652173913,0.04215043320378912,4.260869565217392,3.260869565217391,17.91304347826087,0.056259614444174516,-0.39130434782608736,0.08695652173913082,0.6739130434782581,1.043478260869565,0.21739130434782616,-0.7282608695652186,2.61304347826087,0.0,1
30,-0.2225209339563146,-0.9749279121818235,4.6521739130434785,5.130434782608695,19.967391304347824,0.041840235648935256,3.869565217391304,3.347826086956522,18.58695652173913,0.04215043320378912,0.7826086956521743,1.7826086956521734,1.3804347826086953,0.3913043478260869,1.8695652173913042,2.0543478260869534,3.7902173913043478,0.0,1
31,0.6234898018587334,-0.7818314824680299,7.0,8.391304347826088,16.793478260869566,0.04811401939114236,4.6521739130434785,5.130434782608695,19.967391304347824,0.041840235648935256,2.3478260869565215,3.2608695652173925,-3.173913043478258,3.130434782608696,5.043478260869566,-1.7934782608695627,3.914130434782609,0.0,1
32,1.0,0.0,2.347826086956522,1.391304347826087,23.43478260869565,0.041861994980163506,7.0,8.391304347826088,16.793478260869566,0.04811401939114236,-4.6521739130434785,-7.000000000000001,6.6413043478260825,-2.3043478260869565,-3.7391304347826084,3.4673913043478244,6.822826086956522,0.0,1
33,0.6234898018587336,0.7818314824680297,2.260869565217391,0.6521739130434783,25.913043478260867,0.041800765221439516,2.347826086956522,1.391304347826087,23.43478260869565,0.041861994980163506,-0.08695652173913082,-0.7391304347826086,2.4782608695652186,-4.739130434782609,-7.739130434782609,9.119565217391301,6.634782608695652,0.0,1
34,-0.22252093395631434,0.9749279121818236,1.9565217391304348,0.6956521739130435,23.717391304347828,0.041702932292931705,2.260869565217391,0.6521739130434783,25.913043478260867,0.041800765221439516,-0.3043478260869563,0.04347826086956519,-2.1956521739130395,-0.39130434782608714,-0.6956521739130435,0.28260869565217916,5.607608695652174,0.0,1
35,-0.900968867902419,0.43388373911755823,2.0869565217391304,0.9130434782608695,23.217391304347828,0.04204770854586668,1.9565217391304348,0.6956521739130435,23.717391304347828,0.041702932292931705,0.13043478260869557,0.21739130434782605,-0.5,-0.17391304347826075,0.26086956521739124,-2.6956521739130395,8.828260869565218,0.0,1
36,-0.9009688679024191,-0.433883739117558,4.0,2.9130434782608696,23.086956521739133,0.042195469941705074,2.0869565217391304,0.9130434782608695,23.217391304347828,0.04204770854586668,1.9130434782608696,2.0,-0.13043478260869534,2.0434782608695654,2.217391304347826,-0.6304347826086953,8.315217391304348,0.0,1
37,-0.2225209339563146,-0.9749279121818235,3.5217391304347827,5.695652173913044,21.5,0.04245708831268718,4.0,2.9130434782608696,23.086956521739133,0.042195469941705074,-0.4782608695652173,2.7826086956521743,-1.5869565217391326,1.4347826086956523,4.782608695652175,-1.717391304347828,6.327173913043478,0.0,1
38,0.6234898018587334,-0.7818314824680299,2.782608695652174,2.260869565217391,24.630434782608695,0.0447696541980406,3.5217391304347827,5.695652173913044,21.5,0.04245708831268718,-0.7391304347826089,-3.4347826086956528,3.1304347826086953,-1.2173913043478262,-0.6521739130434785,1.5434782608695627,6.123913043478261,0.0,1
39,1.0,0.0,2.130434782608696,1.1304347826086956,22.847826086956523,0.04391952070682531,2.782608695652174,2.260869565217391,24.630434782608695,0.0447696541980406,-0.652173913043478,-1.1304347826086956,-1.782608695652172,-1.391304347826087,-4.565217391304349,1.3478260869565233,3.7695652173913046,0.0,1
40,0.6234898018587336,0.7818314824680297,1.7826086956521738,0.6521739130434783,24.347826086956523,0.04537891666666662,2.130434782608696,1.1304347826086956,22.847826086956523,0.04391952070682531,-0.34782608695652195,-0.4782608695652173,1.5,-1.0,-1.6086956521739129,-0.28260869565217206,5.7239130434782615,0.0,1
